,group_id,group_name,startyear,endyear,active,complete,description,on_any_map,map_name,_merge,lat,long
180,593,Jund al-Islam,2001.0,2001.0,0.0,0.0,"Jund al-Islam was a Kurdish Islamist militant organization that was established in September 2001 and was led by Abdullah Shafi. The group was formed by the merger of the Second Soran Unit (SSU) and the Al-Tawhid Islamic Front (TIF), the latter of which was created when Kurdish Hamas and Tawhid had merged in July 2001. The formation of Jund al-Islam was encouraged and financially supported by Al Qaeda leader Osama bin Laden. At the groups inception, roughly 60 of Jund al-Islams estimated 400 fighters were trained by Al-Qaeda operatives in Afghanistan.  In the autumn of 2001, Jund al-Islam clashed with the Islamic Movement of Kurdistan (IMK) and eventually gained control of the Howraman region of Iraq.  Around the same time, Jund al-Islam signed a ceasefire agreement with Ali Bapirs Islamic group, after which the two organizations coordinated with one another.  Later in 2001, Jund al-Islam joined with Mullah Krekars Reformist Group to form Ansar al-Islam.",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
181,595,Tawhid,2000.0,2001.0,0.0,0.0,"Tawhid was a radical Kurdish Islamist militant organization led by Abdul Ghani Bazazi, who is believed to have formed the group in the summer of 2000.  Tawhid was based in Erbil, Iraq and fiercely opposed the Kurdish Democratic Party (KDP). Tawhids most notable attack was the assassination of the KDP's Christian governor of Erbil, Frasno Hariri, in February 2001. Additionally, the group claimed responsibility for a string of smaller attacks in Iraqi Kurdistan in 2000 and 2001 that targeted non-Muslims, foreigners, and women deemed to be dressed immodestly. When fleeing retaliatory attacks by the KDF, many Tawhid militants were sheltered by the Islamic Movement of Kurdistan (IMK) in Halabjah. In July 2001, Tawhid joined with Kurdish Hamas to form the Al-Tawhid Islamic Front (TIF), which later merged with several other groups to form Ansar al-Islam.",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
182,599,Alex Boncayao Brigade,1992.0,0.0,1.0,0.0,"The Alex Boncayao Brigade (ABB) is a Communist militant organization that emerged in the early 1990s as a splinter group of the Communist Party of the PhilippinesNew Peoples Army (CPP-NPA). It seeks to lead a revolutionary, mass-based movement to oust the Philippine government. The ABB was originally established on April 6, 1986 to serve as the CPP-NPAs guerilla force in Manila. ABB attacks killed more than two hundred people, including government employees and business owners, between the groups establishment and its split from the CPP-NPA. In the early 1990s, after a major rift within the CPP-NPA over tactics and ideology, the ABB left its parent organization. In 1997, it allied with the Revolutionary Proletarian Army (RPA), another CPP-NPA splinter group, and formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P). In December 2000, the RPM-P signed a peace agreement with the Philippine government, and it has put forward candidates for elected office. The ABB, in collaboration with the RPA, continues to operate as the RPM-Ps militant wing, although it claims to operate as a self-defense force and to prioritize mass-based politics over armed struggle. The U.S. State Department has included the ABB on its Terrorist Exclusion List since December 2001.",1.0,Philippines,matched (3),121.51332092285156,19.249160766601562
183,601,Bangsamoro Islamic Freedom Fighters,2010.0,0.0,1.0,1.0,"The Bangsamoro Islamic Freedom Fighters (BIFF), sometimes called the Bangsamoro Islamic Freedom Movement (BIFM), is an Islamic separatist organization based in the southern Philippines. It seeks an independent Islamic state for the Filipino Muslim minority, known as the Moro people, who live primarily in the Philippines Mindanao region. The BIFF was founded in 2010 by Ameril Umbra Kato as a splinter group of the Moro Islamic Liberation Front (MILF). It has attacked government forces and civilian targets, especially to undermine peace talks between the MILF and the Philippine government.",1.0,Global Islamic State,matched (3),0.0,0.0
184,603,Justice for Islamic Movement,2013.0,0.0,1.0,0.0,"The Justice for Islamic Movement (JIM) was founded in November 2013 as a splinter group of the Bangsamoro Islamic Freedom Fighters (BIFF). The JIM seeks to establish an independent state in the southern Philippines governed by Shariah law and exclusively for Filipino Muslims. The group was founded by Mohammad Ali Tambako, who had previously served as the BIFFs leader, after he left or was ousted from the BIFF in 2013 for conducting an attack on a Christian community. However, Tambako and the BIFF seemingly reconciled soon after the JIMs establishment, and in 2015, the JIM and the BIFF formally allied themselves to fight against the Philippine government. ",1.0,Philippines,matched (3),121.51332092285156,19.249160766601562
185,605,Revolutionary Proletarian Army,1992.0,0.0,1.0,0.0,"The Revolutionary Proletarian Army (RPA) is a Communist militant organization that emerged in the 1990s as a splinter group of the Communist Party of the PhilippinesNew Peoples Army (CPP-NPA). The RPA was one of several splinter groups formed after a major rift in the early 1990s within the CPP-NPA, which occurred because of disagreements over tactics and ideology. The RPAs exact origins, goals, and early activities are unclear. In 1997, it allied with the Alex Boncayao Brigade (ABB), another CPP-NPA splinter group, and formed a political wing called Rebolusyonaryong Partido ng Manggagawa ng Pilipinas (RPM-P). In December 2000, the RPM-P signed a peace agreement with the Philippine government, and it has put forward candidates for elected office. The RPA, in collaboration with the ABB, continues to operate as the RPM-Ps militant wing. The name RPA-ABB is often used to refer to both groups as a single entity because of their close alliance. However, while the ABB has been listed on the U.S. State Departments Terrorist Exclusion List since December 2001, the RPA has not been included on that list.",1.0,Philippines,matched (3),121.51332092285156,19.249160766601562
186,607,Bandas Criminales,2006.0,0.0,1.0,1.0,"Bandas Criminales (BACRIM) is a consolidation of criminal gangs that are the successors of the United Self Defense Forces of Colombia (AUC), a right wing paramilitary group. Unlike its predecessor, the AUC, BACRIM has no political motivation and it works closely with leftist guerrilla groups in the drug trade. The Colombian government does not recognize BACRIM as politically legitimate and for this reason, the Colombian government will not hold peace talks with BACRIM leaders.",1.0,Colombia,matched (3),-81.71305847167969,12.490276336669922
187,609,Ansar al-Islam Syria,2014.0,0.0,1.0,0.0,"Following the advent of the civil war in Syria in 2011, Ansar al-Islam (AI) established a branch in Syria, which initially operated under the alias of Ansar al-Sham. This branch worked closely with AIs allies in the region, namely Jabhat al-Nusra and Al Qaeda. By 2014, AI had publicly acknowledged Ansar al-Sham as a branch of its organization and the group became known simply as Ansar al-Islam Syria (AI Syria). Then on August 29, 2014, AI officially merged with the Islamic State (IS). However, AI Syria rejected the merger and has continued to operate under the name of Ansar al-Islam.  The group is currently believed to be cooperating with Jabhat al-Nusra and Al Qaeda against the Assad Regime and IS.  Most recently, in February 2016, the group was reported to be fighting against forces of the Kurdistan Workers Party (PKK) and the Jaysh al-Thuwar, a coalition of several former Free Syrian Army units, in the Ashrafiyeh neighborhood of Aleppo. ",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
188,611,The Those Who Sign in Blood Brigade,2012.0,2013.0,0.0,1.0,"The Those Who Sign in Blood Brigade, also known as Al Mulathamun, was a Salafi-Jihadist militant organization that operated in the Sahel region of North-West Africa. The group was founded in December 2012 when Mokhtar Belmokhtar and his battalion broke away from Al Qaeda in the Islamic Maghreb (AQIM). Despite its split from AQIM, the Those Who Sign in Blood Brigade still swore its allegiance to Al Qaeda (AQ) leader Ayman al-Zawahiri and claimed to act in AQs name; however, the group was never formally recognized by AQ. The Those Who Sign in Blood Brigade quickly became known for its large-scale attacks, most notably its January 2013 attack on the In Amenas natural gas facility in Algeria that killed more than 38 civilians. Partially as a result of this attack, the U.S. Department of State designated the Those Who Sign in Blood Brigade as a Foreign Terrorist Organization in 2013. Throughout its history, the Those Who Sign in Blood Brigade often coordinated attacks with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO). In August 2013, the Those Who Sign in Blood Brigade merged with MUJAO to form Al Murabitoun.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
189,613,Al Murabitoun,2013.0,2015.0,0.0,1.0,"Al Murabitoun, also known as The Sentinels, was a Salafi-Jihadist militant organization that was formed in August 2013 by the merger of the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and the Those Who Sign in Blood Brigade. The group primarily operated in Mali and pledged allegiance to Al Qaeda (AQ), although the extent of its direct ties to AQ were unclear.  Al Murabitoun aimed to establish Shariah law in North Africa, as well as to unite Muslims and Islamic movements against secular influences and to attack westerners and western institutions in North Africa. In May 2015, the Emir of Al Murabitoun, Adnan Abu Walid al Sahrawi, swore the groups loyalty to Islamic State (IS), but shortly after, Mokhtar Belmokhtar, a founder of Al Murabitoun, released statements that the groups allegiance was with AQ not IS. The U.S. State Department called Al Murabitoun the greatest near-term threat to U.S. interests in North Africa in December 2013.  On December 4, 2015 Abdelmalek Droukdel, the leader of AQIM, announced that Al Murabitoun would merge into Al Qaeda in the Islamic Maghreb.  ",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
190,615,Al Qaeda in the Indian Subcontinent,2014.0,0.0,1.0,1.0,"Al Qaeda in the Indian Subcontinent (AQIS) is an Al Qaeda-affiliated terrorist organization founded on September 3, 2014 by Al Qaeda (AQ) leader Aymenn al-Zawahiri.  The group is based in Pakistan but has pledged to also carry out operations in Afghanistan, India, Bangladesh and Myanmar. In contrast to AQ leaders expectations, AQIS has been largely unsuccessful in carrying out large-scale attacks and has not attracted a significant following outside of Pakistan.",1.0,Global Al Qaeda,matched (3),32.15494155883789,39.19674301147461
191,617,Jemaah Anshorut Tauhid,2008.0,0.0,1.0,0.0,"Jemaah Anshorut Tauhid (JAT) is an Islamist group in Indonesia that seeks to establish a strict Islamic caliphate. Abu Bakar Baasyir founded JAT in 2008 after splitting from Jemmah Islamiya (JI), the organization that killed 200 people in a bombing in Bali in 2002. Even though Baasyir was a co-founder and leader of JI, he split to form JAT because of differences in strategy and tactics from the rest of the JI leadership. In 2014, Baasyir declared allegiance to the Islamic State. Following this declaration, his sons split from JAT to create a new rival organization focused on implementing Shariah Law, as opposed to establishing a caliphate. Baasyir is currently serving a 15-year jail sentence in Indonesia, but is very popular within jihadist communities. JAT was listed as a Foreign Terrorist Organization by the United States Department of State in 2012 because of their responsibility for multiple coordinated attacks against innocent civilians, police, and military personnel in Indonesia.",1.0,Global Islamic State,matched (3),0.0,0.0
192,619,Harakat al-Nujaba,2013.0,0.0,1.0,0.0,"Harakat al-Nujaba (HN), often referred to as Harakat Hezbollah al-Nujaba (HHN), is an Iraqi Shiite militant organization that operates in both Iraq and Syria. The group was purportedly founded in 2013 as a front group for Kataib Hezbollah (KH) and Asaib Ahl al-Haqq (AAH) to route fighters to Syria. However, since that time, the group has begun to operate autonomously from KH and AAH, which have both begun sending fighters to Syria under their own banners. HN is active in Syria, fighting alongside the Syrian Government, Hezbollah, the Iranian Islamic Revolutionary Guard Corps (IRGC) and the other predominantly Shiite militias supporting the Assad Regime. The group has also expanded its operations to Iraq, where it is a member of the Popular Mobilization Forces (PMF), under whose auspices it cooperates with other Iraqi Shiite paramilitaries and the Iraqi Government in the fight against the Islamic State. As of November 2016, HN had 10,000 fighters and was conducting the majority of its operations in Aleppo, Syria and Mosul, Iraq. HN is led by Akram al-Kaabi, a former leader in both AAH and the Mahdi Army. The group has close ties to both Hezbollah and Iran, from whom it receives the majority of its funding and resources.  ",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
193,627,Kata'ib al-Imam Ali,2014.0,0.0,1.0,0.0,"Kataib al-Imam Ali (KIA) is an Iraqi Shiite paramilitary organization that is a member of the Popular Mobilization Forces (PMF), an Iraqi state-sponsored umbrella organization comprised of primarily Shiite militias that was established to fight with the Iraqi Army against the Islamic State (IS). KIA was founded in July 2014 by Abu Mahdi al-Muhandis, a former commander of the Badr Organizations and of Kataib Hezbollah and the current commander of the PMF.  However, KIA is currently led by Shabal al-Saidi, who was a former top commander in the Mahdi Army under Muqtada al-Sadr in the early 2000s.  The group has also been popularly associated with Abu Azrael, a battle commander famed for wielding a battle axe, sword and machine gun and undertaking dangerous but somewhat comical stunts in the fight against IS.  KIA receives significant aid from the Iranian government and works closely with the Iranian Islamic Revolutionary Guard Corps (IRGC) in Iraq.  It also cooperates closely with the Iraqi government and the Iraqi Army as well as the other Shiite organizations in the PMF.  KIA is also reported to be training a Christian sub-battalion called Kataib Rouh Allah Issa Ibn Miriam (The Brigade of the Spirit of God Jesus Son of Mary). The group is also actively fighting in the Syrian Civil War alongside the forces aligned with Syrian President Bashar al-Assad.  In July 2016, KIA released a statement saying that the bulk of its fighters in Syria would be moving from Aleppo to Palmyra.",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
194,629,Kataib Sayyid al-Shuhada,2013.0,0.0,1.0,1.0,"Kataib Sayyid al-Shuhada (KSS) is an Iranian-backed, Iraqi Shiite militant group founded in May 2013 that conducts operations in both Iraq and Syria. In Iraq, the group is a member of the Popular Mobilization Forces (PMF) and fights alongside the Iraqi Government and other Shiite paramilitaries against the Islamic State (IS). In Syria, KSS is allied with the Assad Regime, Iranian Islamic Revolutionary Guard Corps (IRGC), Hezbollah and the other pro-Assad, predominantly Shiite militant groups against anti-government militias.",1.0,Iraq,matched (3),39.19674301147461,32.15494155883789
195,631,Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO),2011.0,2013.0,0.0,1.0,"The Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) was formed in 2011 by Ahmed el-Tilemsi and Hamad el-Khairy as a splinter group of Al Qaeda in the Islamic Maghreb (AQIM). MUJAO declared its existence in October 2011 after it kidnapped three European aid workers from a refugee camp in Tindouf, Algeria.  Despite its split from AQIM, MUJAO praised prominent Al Qaeda leaders and, similarly to AQIM, aims to spread jihad and establish Shariah law in West Africa.  Following the 2012 coup d'état that ousted the Malian government, MUJAO occupied territory in northern Mali, around the city of Gao.  In August 2013, MUJAO merged with the Those Who Sign in Blood Brigade to form Al Murabitoun.  It remains unclear whether or not all of MUJAOs fighters joined Al Murabitoun or if a small faction continues to operate independently under the name MUJAO.  MUJAO was designated as a foreign terrorist organization by the U.S. and the U.N. in 2012.",1.0,North Africa,matched (3),0.0,0.0
196,637,Groupe Islamique Armé,1992.0,2004.0,0.0,1.0,"The Groupe Islamique Armé, or the Armed Islamic Group, best known by its French acronym (GIA), was an Islamist extremist group based in Algeria and formed by militants who fought in the war in Afghanistan.  The group was founded in January 1992 in response to the Algerian military coup, which canceled an election in which the Islamic Salvation Front (FIS) was likely to win.  The GIA sought to overthrow the Algerian government and establish an Islamic state ruled by Shariah law.  The group quickly gained notoriety as Algerias most dangerous extremist group for its indiscriminate targeting of civilians and its 1992 campaign of high-profile terrorist attacks.  In its most active period, in the mid 1990s, the group established a presence in France, Belgium, Italy and Britain, as well as its native Algeria.  The GIAs most known attacks included its hijacking of an Air France flight in Algiers in December 1994, a series of subway bombings in Paris in 1995, and a campaign of Algerian village massacres in the late 1990s.  In 1998, the GIA became divided over the issue of attacking civilians, and a group of militants, lead by Hassan Hattab, split to form the Salafist Group for Preaching and Combat (GSPC).  Many GIA members eventually defected to join the GSPC or Al Qaeda.  The group reportedly stopped operating in 2004, after the majority of its leadership was arrested or killed.",1.0,North Africa,matched (3),0.0,0.0
197,641,The Sons of the Islamic Sahara Movement for Justice,2004.0,0.0,1.0,0.0,"Abdul Salam Tirmon, Mohammed al-Amin Bochenb and Yousef Bochenb reportedly founded the Sons of the Islamic Sahara Movement for Justice (SISMJ) in 2004, with the goal of establishing Shariah law in Algeria.  The group was based Algeria and also operated out of northern Niger and western Libya, but did not take up arms until 2007. Its first serious attack took place at the airport in Djanet, Algeria.  After carrying out more attacks in 2007, the SISMJ entered talks with the Algerian government and allegedly agreed to lay down its arms.  The SISMJ did not resume attacks until the Malian coup in March 2012 when it allied with the Mouvement pour lUnification et le Jihad en Afrique de lOuest (MUJAO) and later with the Those Who Sign in Blood Brigade.  The SISMJ is best known for its cooperation with and logical support for the Those Who Sign in Blood Brigade in the takeover of a British Petroleum gas complex near the town of In Amenas, in southeastern Algeria in January 2013.  In May 2013, Tirmon released a video that stated the SISMJ would no longer ally with MUJAO or the Those Who Sign in Blood Brigade; the reasons for the break in alliances remain unclear. Whether or not the SISMJ is still operating as a group is unknown.  Recently the group appears to have once more laid down its arms after negotiating a settlement with the Algerian government.",1.0,North Africa,matched (3),0.0,0.0
198,643,The Macina Liberation Front,2015.0,0.0,1.0,0.0,"The Macina Liberation Front, known best by its French acronym FLM, is a Salfi-Jihadist militant group in central Mali that was founded in January 2015.  The groups leader, Amadou Kouffa, is a mentee of Iyad Ag Ghali, the leader of Ansar Dine.  The FLM was allegedly created to be an affiliate to Ansar Dine for coordination of its operations in central and southern Mali.  The majority of FLM forces come from the ethnic Fulani group.  The number of fighters in the FLM is estimated to be as low as a few hundred and as high as 4,000.  Since its formation, the FLM has raided villages, destroyed mausoleums, attacked small towns, used car bombs and targeted civilians, UN workers, politicians and the Malian military.  Ansar Dine provides the group with cash, guns and allegedly with instructions and objectives.  Additionally, the FLM is a known ally of Al Murabitoun.",1.0,North Africa,matched (3),0.0,0.0
199,645,The Southern Front ,2014.0,0.0,1.0,1.0,"The Southern Front was established on February 13, 2014 to consolidate the command structure and military operations of 49 southern opposition brigades attempting to overthrow the Assad Regime. The Southern Front is a self-described moderate opposition group, and is active in the Quneitra, Daraa, Sweida, and Damascus governorates where it often uses guerilla tactics to combat the Syrian army. Throughout 2014, the Southern Front cooperated with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), despite tense relations between the two groups. However, the group officially severed ties with Al-Nusra on April 14, 2015 in a statement criticizing Al-Nusras ideology. In December 2015, the Southern Front attended a conference in Riyadh, Saudi Arabia where opposition groups agreed to negotiate with Assad. However violence in Syria quickly escalated as the Assad Regime and its allies increased their bombing campaign and as the Southern Front pursued its March 2016 campaign against the Islamic State in Daraa. In April 2016, the High Negotiations Committee for the Syrian Revolution and Opposition Forces, a group tasked with nominating representatives to negotiate with Assad after the Riyadh conference, suspended peace talks with the Assad over worsening conditions on the ground in Syria.",1.0,Syria,matched (3),35.66961669921875,33.25171661376953
200,647,The Levantine Front ,2014.0,0.0,1.0,0.0,"The Levantine Front (al-Jabhat al-Shamiya), also known as the Levant Front, was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups. The Levantine Front was created to counter Syrian army and Islamic State (IS) advances in Aleppo and was initially led by former Liwa al-Tawhid commander Abdul-Aziz Salameh. After preventing pro-Regime forces from encircling the city of Aleppo in late 2014, the group began to splinter and did not prevent former Al Qaeda affiliate Jabhat Fatah al-Sham (Fatah al-Sham), formerly known as Jabhat al-Nusra, from destroying Harakat Hazm, a group that joined the Levantine Front in January 2015 and was funded by the United States. The Levantine Front officially dissolved in April 2015 due to lack of funding, although some reports indicate that an attempt to replace Abdul-Aziz Salameh as the groups commander also contributed to its dissolution. While some analysts claim that former Levantine Front fighters joined other groups within the Fatah Halab control room, a military alliance of more than 30 Aleppo-based militant groups that cooperates with Fatah al-Sham and Ahrar al-Sham, others claim that the Levantine Front reestablished itself as an independent group within Fatah Halab on June 18, 2015 with Ahrar al-Sham commander Abu Amr as its leader.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
201,649,The Ajnad al-Sham Islamic Union,2014.0,0.0,1.0,0.0,"The Ajnad al-Sham Islamic Union is a group comprised of five Damascus-based opposition brigades (The al-Habib al-Mustafa Brigades, The Ajnad al-Islam Gathering, The Sahaba Brigades and Battalions, The Shabab al-Houda Battalions, and The Der al-Isima Brigade) that was formed in formed in February 2014. The group is lead by Abu Mohammed al-Fateh, the former leader of The Shabab al-Houda Batallions, and claimed that it had 15,000 fighters in 2014. The Ajnad al-Sham Islamic Union fights the Islamic State and the Assad Regime around the Damascus governorate, and is part of an opposition campaign to retain control of the Darayya suburb in the city of Damascus. In February 2016, the groups fighters in East Ghouta defected and joined Faylaq al-Rahman, a Damascus based group supported by former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, amid rising tension with Jaysh al-Islam. ",1.0,Syria,matched (3),35.66961669921875,33.25171661376953
202,651,Faylaq al-Rahman,2013.0,0.0,1.0,0.0,"Faylaq al-Rahman is a Damascus-based opposition group that is lead by former Syrian army captain Abdul Nasr Shamir, and that opposes the Islamic State and the Assad Regime. The group was founded in 2013 and became the second most prominent opposition force in the Damascus governorate after a merger with the Ajnad al-Sham Islamic Unions Eastern Ghouta fighters. In April 2016, Faylaq al-Rahman began fighting Jaysh al-Islam when relations between the groups deteriorated after Jaysh al-Islam allegedly attempted to assassinate a member of the Unified Judiciary Council, which is the court system that settles disputes between militant groups and between civilians in Damascus. In May 2016, the groups agreed to a ceasefire at a conference in Qatar.",1.0,Syria,matched (3),35.66961669921875,33.25171661376953
203,653,Liwa al-Islam,2011.0,2013.0,0.0,0.0,"Liwa al-Islam was founded in 2011 by Zahran Alloush after he was released from an Assad Regime prison where he had been held for his Salafi activism. The opposition group is most known for a Damascus bombing that killed both the Assad Regimes Deputy Defense Minister and Assistant Vice President, as well as for its frequent cooperation with Former Al Qaeda affiliate Jabhat Fatah al-Sham (Fatah al-Sham), formerly known as Jabhat al-Nusra. Liwa al-Islam was initially a member of the Free Syrian Army (FSA) and joined the Syrian Islamic Liberation Front (SILF) umbrella organization in 2012. However the group began to distance itself from the FSA in 2013 when it joined the Islamic Coalition, a political group that called for the implementation of Shariah law in Syria, and for the opposition to the Assad Regime to be run only by groups fighting inside Syria. On September 29, 2013, Saudi Arabia facilitated a merger of about fifty Damascus-based opposition groups, including Liwa al-Islam, to create a new opposition group known as Jaysh al-Islam. Liwa al-Islam became one of the largest brigades within Jaysh al-Islam, and is prominent within the Ghouta agricultural belt in the Damascus governorate.",1.0,Syria,matched (3),35.66961669921875,33.25171661376953
204,655,Peoples Protection Units,2003.0,0.0,1.0,0.0,"The People's Protection Units (YPG), also known as the Popular Protection Units, serves as the military wing of the Democratic Union Party (PYD). The YPG was founded to combat the Assad regime and Islamist opposition forces in Syria. The group also aims to establish an independent Kurdistan and shares the nationalist ideology of the Iraq-based Kurdish Workers Party (PKK). The YPG fights predominantly in Syria, though it also carried out operations in Iraq in an alliance with the Kurdish Peshmerga. The group gained attention in the summer of 2012 for its efforts to provide security after the Syrian army withdrew from Kurdish areas in eastern Syria. The YPG has fought against Jabhat Fatah al-Sham (now known as HTS) and the Islamic State (IS) in the Syrian civil war. It received American air support and reinforcements from the Kurdish Peshmerga during the IS siege of Kobani, a city in the Aleppo governorate, from September 2014 to June 2015. Following the YPG's victory in Kobani, the group controlled area in Syrias Aleppo, Raqqa, and Hassaka governorates along the border with Turkey. In October 2015, the YPG joined the Syrian Democratic Forces (SDF) umbrella group that was founded to combat IS in northern and eastern Syria. The YPG has had unstable relations with Turkey. In 2016, Turkish forces shelled the YPG after the group captured the Syrian army Menagh airbase in the Aleppo governorate.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
205,657,Harakat Nour al-Din al-Zenki,2011.0,2017.0,0.0,0.0,"Harakat Nour al-Din al-Zenki (Nur al-Din al-Zanki, Noureddine al Zengi Brigades) was an Aleppo-based Syrian opposition group that was formed in late 2011 by religious leader Sheikh Tawfiq Shahabuddin. The group was briefly a member of Liwa al-Tawhid, the Islamic Front in Aleppo, and an anti-Islamic State umbrella group known as the Mujahedeen Army in 2014. Harakat Nour al-Din al-Zenki later operated as an independent group and received funding from Saudi Arabia and the United States. Within Aleppo, Harakat Nour al-Din al-Zenki worked closely with former Al Qaeda affiliate Jabhat Fatah al-Sham (Fatah al-Sham), formerly known as Jabhat al-Nusra, despite an outbreak of violence between the two groups in 2015. In 2016, the group was accused of a series of war crimes including abducting and torturing journalists and decapitating an adolescent boy. After a series of skirmishes between Fatah al-Sham and other Sunni opposition groups, Harakat Nour al-Din al-Zenki merged with Fatah al-Sham on January 28, 2017 to form Hayat Tahrir al-Sham. At the time of the merger, Harakat Nour al-Din al-Zenki had 7,000 fighters.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
206,659,Al-Fawj Al-Awl,2015.0,0.0,1.0,0.0,"Al-Fawj Al-Awl is a Syrian opposition group that formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front. The group operates in the Aleppo province, where it has fought against the Assad Regime and the Islamic State. It has conducted military exercises with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, and has worked with Ahrar al-Sham as part of the Jaysh Halab umbrella organization since February 2016. Al-Fawj Al-Awls leadership includes Khaled Kengo, Amer Hamouda, and Abu Assad, a military commander who is known for tunnel bombing the Syrian army.",1.0,Aleppo,matched (3),33.25171661376953,35.66961669921875
207,661,Jaysh al-Sanadeed,2011.0,0.0,1.0,0.0,"Jaysh al-Sanadeed is a militant group that opposes the Islamic State (IS) but allegedly supports the Assad Regime. Sheikh Hmeidi Daham al-Jarba formed the group in 2011 after opposition forces began attacking Arab tribal lands within Northeastern Syrias Kurdish majority areas. Jaysh al-Sanadeed cooperates with the Peoples Protection Units (YPG), and in a joint attack in early 2015, captured 103 villages from IS and killed 175 IS fighters in the Hassakah governorate. In late 2015, Jaysh al-Sanadeed joined the Syrian Democratic Forces, an umbrella group that includes the YPG.",1.0,Syria,matched (3),35.66961669921875,33.25171661376953
208,663,The High Council for the Unity of Azawad ,2013.0,0.0,1.0,0.0,"The High Council for the Unity of Azawad (HCUA) formed in May 2013, allegedly founded by ex-fighters from Ansar Dine.  The group is based in Kidal, and the vast majority of its fighters are ethnic Tuaregs from the Ifoghas tribe.  The HCUA aims to establish an independent state of Azawad, ruled by the Tuareg people.  The group joined the National Movement for the Liberation of Azawad (MNLA) and the Arab Movement of Azawad (MAA) to form an umbrella group called the Coordination of the Movements of Azawad (CMA) in November 2013.  On June 20, 2015, the HCUA, as a part of the CMA, signed the Agreement on Peace and Reconciliation in Mali with the Malian government, which would establish political and institutional reforms related to defense and security.",1.0,North Africa,matched (3),0.0,0.0
209,665,Arab Movement of Azawad ,2012.0,0.0,1.0,0.0,"The Arab Movement of Azawad (MAA) formed in March 2012, and is composed of Arab fighters.  The group aims to establish an independent state of Azawad in northern Mali.  The group joined the National Movement for the Liberation of Azawad (MNLA) and the High Council for the Unity of Azawad (HCUA) to form an umbrella group called the Coordination of the Movements of Azawad (CMA) in November 2013.  In 2014, a faction split off from MAA and supported the Malian government, which caused infighting in the group, as well as fighting with its allies, the MNLA and the HCUA.  On June 20, 2015, MAA, as a part of the CMA, signed the Agreement on Peace and Reconciliation in Mali with the Malian government, which would establish political and institutional reforms related to defense and security.",1.0,North Africa,matched (3),0.0,0.0
210,667,Groupe Autodéfense Touareg Imghad et Alliés (GATIA),2014.0,0.0,1.0,0.0,"The Groupe Autodéfense Touareg Imghad et Alliés (GATIA), is a pro-government ethnic Tuareg militia that aims to fight groups that seek an independent state of Azawad in northern Mali.  GATIA was founded on August 14, 2014 and reportedly has 1,000 fighters, mostly from Tuareg and Arab communities.  GATIA aims to achieve a secular Malian state and fought against the Coordination of the Movements of Azawad (CMA).  On June 20, 2015, GATIA signed the Agreement on Peace and Reconciliation in Mali, with the Malian government and other militant groups, which would establish political and institutional reforms related to defense and security.  Two months later, GATIA violated the agreement by attempting to take control of CMA territory.  The group continues to clash with the CMA in 2016.",1.0,North Africa,matched (3),0.0,0.0
