"","link_id","type","group1_id","group2_id","description","group1_name","group2_name","year","multiple","map_name","primary"
"529",1935,"Allies",537,493,"After a series of skirmishes between Jabhat Fatah al-Sham (Fatah al-Sham) and other Sunni opposition groups, Harakat Nour al-Din al-Zenki merged with Fatah al-Sham on January 28, 2017 to form Hayat Tahrir al-Sham.","Free Syrian Army","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Global Islamic State","Syria"
"530",1937,"Allies",537,493,"Harakat Nour al-Din al-Zenki began cooperating with Jabhat al-Nusra.","Free Syrian Army","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Global Islamic State","Syria"
"531",1805,"Allies",537,493,"After a series of skirmishes between Jabhat Fatah al-Sham (Fatah al-Sham) and other Sunni opposition groups, Harakat Nour al-Din al-Zenki merged with Fatah al-Sham on January 28, 2017 to form Hayat Tahrir al-Sham.","Free Syrian Army","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Syria","Syria"
"532",1935,"Allies",537,493,"Liwa al-Islam began cooperating with Jabhat al-Nusra during ""Operation Epic in the Capital of Omayyads.""","Free Syrian Army","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Syria","Syria"
"533",1937,"Allies",537,493,"The Levantine Front began cooperating with Ahrar al-Sham as part of the Fatah Halab joint operations room.","Free Syrian Army","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Syria","Syria"
"534",1909,"Rivals",619,493,"After a series of skirmishes between Jabhat Fatah al-Sham and other Sunni opposition groups, The Levantine Front's Aleppo-based fighters merged with Ahrar al-Sham.","Harakat al-Nujaba","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2016,0,"Syria","Syria"
"535",1825,"Allies",659,493,"The Levantine Front began cooperating with Ahrar al-Sham as part of the Fatah Halab joint operations room.","Al-Fawj Al-Awl","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Syria","Syria"
"536",1825,"Allies",659,493,"After a series of skirmishes between Jabhat Fatah al-Sham and other Sunni opposition groups, The Levantine Front's Aleppo-based fighters merged with Ahrar al-Sham.","Al-Fawj Al-Awl","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Aleppo","Syria"
"537",1827,"Allies",657,523,"The Levantine Front began cooperating with Jabhat al-Nusra as part of the Fatah Halab joint operations room.","Harakat Nour al-Din al-Zenki","Ahrar al-Sham",2016,1,"Aleppo","Syria"
"538",1827,"Allies",657,523,"The Levantine Front began cooperating with Jabhat al-Nusra as part of the Fatah Halab joint operations room.","Harakat Nour al-Din al-Zenki","Ahrar al-Sham",2016,1,"Syria","Syria"
"539",1829,"Allies",657,493,"Jaysh al-Sanadeed and the YPG began coordinating attacks against the Islamic State in the Hassakah governorate.","Harakat Nour al-Din al-Zenki","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Aleppo","Syria"
"540",1983,"Mergers",657,493,"Saudi Arabia facilitated a merger of about fifty Damascus-based opposition groups, including Liwa al-Islam, to create a new opposition group known as Jaysh al-Islam.","Harakat Nour al-Din al-Zenki","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2017,1,"Aleppo","Syria"
"541",1829,"Allies",657,493,"Suqour al-Sham merged into Ahrar al-Sham. Suqour al-Sham's former leader, Ahmad Abu Eissa, became a deputy responsible for Ahrar al-Shams political affairs.","Harakat Nour al-Din al-Zenki","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Syria","Syria"
"542",1983,"Mergers",657,493,"Liwa al-Haqq merged into Ahrar al-Sham.","Harakat Nour al-Din al-Zenki","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2017,1,"Syria","Syria"
"543",1831,"Allies",653,493,"The Kurdish Islamic Front merged into Ahrar al-Sham.","Liwa al-Islam","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,0,"Syria","Syria"
"544",1833,"Allies",647,523,"AST and Ansar al-Shariah in Libya (ASL) reportedly have operational, financial and logistical links, but the extent of their relationship is unclear. ASL has allegedly sold weapons to AST.  ","The Levantine Front ","Ahrar al-Sham",2015,1,"Syria","Syria"
"545",1985,"Splinters",647,523,"Liwa al-Tawhid initially pledged allegiance to the Free Syrian Army (FSA). However, Liwa al-Tawhid often acted independently of FSA-affiliated groups, and it began to distance itself from the FSA on September 29, 2013 by joining the Islamic Coalition, a political group that called for opposition to the Assad Regime to be run only by groups fighting inside Syria and opposed the National Coalition for Syrian Revolutionary and Opposition Forces.","The Levantine Front ","Ahrar al-Sham",2017,1,"Syria","Syria"
"546",1833,"Allies",647,523,"Liwa al-Haqq was initially affiliated with the Free Syrian Army (FSA). However, it began to distance itself from the FSA on September 23, 2013 by joining the Islamic Coalition, a political group that called for the implementation of Shariah in Syria and the opposition to the Assad Regime to be run only by groups fighting inside Syria.","The Levantine Front ","Ahrar al-Sham",2015,1,"Aleppo","Syria"
"547",1985,"Splinters",647,523,"Liwa al-Islam was initially affiliated with the Free Syrian Army (FSA). However, the group began to distance itself from the FSA in 2013 when Liwa al-Islam joined the Islamic Coalition, a political group that called for the implementation of Shariah law in Syria, and for the opposition to the Assad Regime to be run only by groups fighting inside Syria.","The Levantine Front ","Ahrar al-Sham",2017,1,"Aleppo","Syria"
"548",1839,"Allies",647,493,"Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.","The Levantine Front ","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Syria","Syria"
"549",1839,"Allies",647,493,"Clashes erupted between the Islamic State (IS) and Liwa al-Tawhid when Liwa al-Tawhid drove IS out of the city of Aleppo. In response to growing hostility with Liwa al-Tawhid and other militant groups, IS began targeting the leaders of opposition groups and killed prominent Liwa al-Tawhid member Adnan Bakour.","The Levantine Front ","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2015,1,"Aleppo","Syria"
"550",1841,"Allies",661,655,"Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.","Jaysh al-Sanadeed","Peoples Protection Units",2015,0,"Syria","Syria"
"551",1795,"Mergers",653,533,"Clashes erupted between the Islamic State (IS) and Liwa al-Tawhid when Liwa al-Tawhid drove IS out of the city of Aleppo. In response to growing hostility with Liwa al-Tawhid and other militant groups, IS began targeting the leaders of opposition groups and killed prominent Liwa al-Tawhid member Adnan Bakour.","Liwa al-Islam","Jaysh al-Islam",2013,0,"Syria","Syria"
"552",1797,"Mergers",525,523,"Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.","Suqour al-Sham","Ahrar al-Sham",2015,0,"Syria","Syria"
"553",1799,"Mergers",529,523,"Following a series of skirmishes between Sunni opposition groups in the Idlib governorate, Ansar al-Sham joined Hay'at Tahrir al-Sham, formerly known as Jabhat Fatah al-Sham, on February 7, 2017.","Liwa al-Haqq","Ahrar al-Sham",2014,0,"Syria","Syria"
"554",1801,"Mergers",535,523,"Ansar al-Sham fought alongside Jabhat al-Nusra and Ahrar al-Sham during the 2014 Latakia Offensive.","Kurdish Islamic Front","Ahrar al-Sham",2014,0,"Syria","Syria"
"555",1911,"Allies",547,545,"A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition.","Ansar al-Shariah (Tunisia)","Ansar al-Shariah (Libya)",2012,0,"North Africa","North Africa"
"556",1845,"Affiliates",537,527,"The Southern Front and Jabhat al-Nusra (Al-Nusra) became allies and captured the town of Tel al-Haraa. Though the Southern Front officially stopped cooperating with Al-Nusra in April 2015, the groups still coordinated attacks in later battles.","Free Syrian Army","Liwa al-Tawhid",2012,0,"Syria","Syria"
"557",1847,"Affiliates",529,537," A number of opposition groups including Jabhat al-Nusra, Ahrar al-Sham, and Suqour al-Sham coordinated an attack to overtake the Assad Regime's air base in Taftanaz after beseiging the base for several months. The opposition groups eventually overtook Taftanaz, and seized helicopters, heavy weapons, and ammunition.","Liwa al-Haqq","Free Syrian Army",2012,0,"Syria","Syria"
"558",1849,"Affiliates",653,537,"Liwa al-Tawhid participated in a joint offensive with multiple opposition groups, including Jabhat al-Nusra and Ahrar al-Sham, against Assad Regime military camps in the Idlib countryside.","Liwa al-Islam","Free Syrian Army",2011,0,"Syria","Syria"
"559",1813,"Allies",527,1,"Liwa al-Tawhid participated in a joint offensive with multiple opposition groups, including Jabhat al-Nusra and Ahrar al-Sham, against Assad Regime military camps in the Idlib countryside.","Liwa al-Tawhid","The Islamic State",2013,1,"Aleppo","Syria"
"560",1885,"Rivals",527,1,"Jaysh al-Islam has opposed the Islamic State (IS) since 2013, and referred to IS as enemy number one of the Syrian revolution.","Liwa al-Tawhid","The Islamic State",2014,1,"Aleppo","Syria"
"561",1813,"Allies",527,1,"Ahrar al-Sham began opposing Hezbollah in 2013 after Hezbollah announced its involvement in the Syrian conflict. The groups still target each other today despite two ceasefires in 2015.","Liwa al-Tawhid","The Islamic State",2013,1,"Syria","Syria"
"562",1885,"Rivals",527,1,"Ahrar al-Sham began opposing Hezbollah in 2013 after Hezbollah announced its involvement in the Syrian conflict. The groups still target each other today despite two ceasefires in 2015.","Liwa al-Tawhid","The Islamic State",2014,1,"Syria","Syria"
"563",1815,"Allies",531,493,"Hezbollah began conducting operations with the Syrian army around al-Qusayr in March 2013. In May 2013, Hezbollah and the Syrian army launched an offensive against local opposition groups, and forced Jabhat al-Nusra, Liwa al-Haqq, and other insurgents out of the town of al-Qusayr.","Ansar al-Sham","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2014,0,"Syria","Syria"
"564",1981,"Mergers",531,493,"Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.","Ansar al-Sham","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2017,0,"Syria","Syria"
"565",1817,"Allies",531,523,"Liwa al-Tawhid cooperated with the Islamic State to fight the Kurdish Peoples Protection Units in late 2013.","Ansar al-Sham","Ahrar al-Sham",2014,0,"Syria","Syria"
"566",1155,"Allies",493,525,"Suqour al-Sham began targeting the Islamic State on January 3, 2014.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Suqour al-Sham",2013,0,"Syria","Syria"
"567",1819,"Allies",645,493,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. ","The Southern Front ","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2014,0,"Syria","Syria"
"568",1157,"Allies",523,525,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. ","Ahrar al-Sham","Suqour al-Sham",2013,0,"Syria","Syria"
"569",1809,"Allies",527,523,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. ","Liwa al-Tawhid","Ahrar al-Sham",2013,1,"Aleppo","Syria"
"570",1809,"Allies",527,523,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.","Liwa al-Tawhid","Ahrar al-Sham",2013,1,"Syria","Syria"
"571",1871,"Rivals",533,1,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.","Jaysh al-Islam","The Islamic State",2013,0,"Syria","Syria"
"572",1873,"Rivals",523,81,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.","Ahrar al-Sham","Hezbollah",2013,1,"Aleppo","Syria"
"573",1873,"Rivals",523,81,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.","Ahrar al-Sham","Hezbollah",2013,1,"Syria","Syria"
"574",1877,"Rivals",529,81,"The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.","Liwa al-Haqq","Hezbollah",2013,0,"Syria","Syria"
"575",1881,"Rivals",527,655,"The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.","Liwa al-Tawhid","Peoples Protection Units",2013,1,"Aleppo","Syria"
"576",1881,"Rivals",527,655,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.","Liwa al-Tawhid","Peoples Protection Units",2013,1,"Syria","Syria"
"577",1887,"Rivals",525,1,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.","Suqour al-Sham","The Islamic State",2014,0,"Syria","Syria"
"578",1889,"Rivals",493,81,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Hezbollah",2014,1,"Syria","Syria"
"579",1889,"Rivals",493,81,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Hezbollah",2014,1,"Global Islamic State","Syria"
"580",1889,"Rivals",493,81,"The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Hezbollah",2014,1,"Aleppo","Syria"
"581",1891,"Rivals",81,1,"The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.","Hezbollah","The Islamic State",2014,1,"Aleppo","Syria"
"582",1891,"Rivals",81,1,"The Ajnad al-Sham Islamic Union began fighting the Islamic State in the Damascus governorate.","Hezbollah","The Islamic State",2014,1,"Global Islamic State","Syria"
"583",1891,"Rivals",81,1,"Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.","Hezbollah","The Islamic State",2014,1,"Syria","Syria"
"584",1891,"Rivals",81,1,"Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.","Hezbollah","The Islamic State",2014,1,"Iraq","Syria"
"585",1893,"Rivals",1,537,"Kata'ib Hezbollah began targeting the Free Syrian Army in the Aleppo governorate.","The Islamic State","Free Syrian Army",2013,1,"Syria","Syria"
"586",1893,"Rivals",1,537,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.","The Islamic State","Free Syrian Army",2013,1,"Global Islamic State","Syria"
"587",1895,"Rivals",493,1,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","The Islamic State",2014,1,"Syria","Syria"
"588",1895,"Rivals",493,1,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","The Islamic State",2014,1,"Global Islamic State","Syria"
"589",1895,"Rivals",493,1,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","The Islamic State",2014,1,"Aleppo","Syria"
"590",1895,"Rivals",493,1,"ISIS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","The Islamic State",2014,1,"Global Al Qaeda","Syria"
"591",1897,"Rivals",647,1,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.","The Levantine Front ","The Islamic State",2015,1,"Syria","Syria"
"592",1897,"Rivals",647,1,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.","The Levantine Front ","The Islamic State",2015,1,"Aleppo","Syria"
"593",1899,"Rivals",649,1,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.","The Ajnad al-Sham Islamic Union","The Islamic State",2014,0,"Syria","Syria"
"594",1901,"Rivals",493,537,"When the UN sanctioned ASL in November 2014, it classified the group as an entity associated with Al Qaeda and stated that ASL is additionally associated with Al Qaeda in the Islamic Maghreb (AQIM).  According to French sources, AQIM fighters met with ASL in southern Libya, and AQIM consistently re-tweets tweets by ASL accounts on Twitter. ","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Free Syrian Army",2014,1,"Syria","Syria"
"595",1901,"Rivals",493,537,"Ajnad al-Sham's fighters in East Ghouta defected and joined Faylaq al-Rahman, a group based in the Damascus governorate and supported by former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, amid rising tension with Jaysh al-Islam.","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)","Free Syrian Army",2014,1,"Global Islamic State","Syria"
"596",1907,"Rivals",361,537,"Conflict with the Islamic State (IS) prompted Liwa Dawoud and Liwa Siyoof al-Haq, two of Suqour al-Shams strongest factions, to declare peace with IS, defect from Suqour al-Sham, and eventually form the Army of the Levant (Jaysh al-Sham) with deserting IS members.","Kata'ib Hezbollah","Free Syrian Army",2016,0,"Syria","Syria"
"597",1807,"Allies",1,493,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups.","The Islamic State","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Syria","Syria"
"598",1807,"Allies",1,493,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups.","The Islamic State","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Global Islamic State","Syria"
"599",1807,"Allies",1,493,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.","The Islamic State","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Aleppo","Syria"
"600",1807,"Allies",1,493,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.","The Islamic State","Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra)",2012,1,"Global Al Qaeda","Syria"
"601",1187,"Rivals",561,81,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.","The Islamic Front","Hezbollah",2013,0,"Global Islamic State","Global Islamic State"
"602",1267,"Rivals",561,81,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.","The Islamic Front","Hezbollah",2013,0,"Global Islamic State","Global Islamic State"
"603",1925,"Allies",629,81,"While ABM and AQ groups share a similar ideology, they were never formal affiliates. Until Ayman Zawahiri, AQs leader, mentioned our people in the Sinai in January 2014, there had not even been confirmation that AQ recognized ABM. ","Kataib Sayyid al-Shuhada","Hezbollah",2015,1,"Syria","Syria"
"604",1925,"Allies",629,81,"ABMs declaration of allegiance to IS in November 2014 could indicate a split between AQ and ABM. Some ABM cells in the Nile Valley remain loyal to AQ, which could possibly divide ABM into two factions: one that remains loyal to AQ and one that is newly loyal to IS. ","Kataib Sayyid al-Shuhada","Hezbollah",2015,1,"Iraq","Syria"
"605",1915,"Allies",545,65,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Harams activities under Shekau indicates cooperation as early as 2010.","Ansar al-Shariah (Libya)","Al Qaeda in the Islamic Maghreb",2014,0,"North Africa","North Africa"
"606",1793,"Splinters",651,649,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Harams activities under Shekau indicates cooperation as early as 2010.","Faylaq al-Rahman","The Ajnad al-Sham Islamic Union",2016,0,"Syria","Syria"
"607",1207,"Splinters",525,549,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. ","Suqour al-Sham","Jaysh al-Sham",2014,0,"Syria","Syria"
"608",1787,"Mergers",527,647,"AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadis declaration of an Islamic caliphate to be illegitimate.","Liwa al-Tawhid","The Levantine Front ",2014,1,"Aleppo","Syria"
"609",1787,"Mergers",527,647,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. ","Liwa al-Tawhid","The Levantine Front ",2014,1,"Syria","Syria"
"610",1789,"Splinters",659,647,"AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadis declaration of an Islamic caliphate to be illegitimate.","Al-Fawj Al-Awl","The Levantine Front ",2015,1,"Syria","Syria"
"611",1791,"Splinters",659,647,"Jundullah vows allegiance to IS after a meeting with a three-man delegation representing IS led by al Zubair al Kuwaiti.","Al-Fawj Al-Awl","The Levantine Front ",2015,1,"Syria","Syria"
"612",1789,"Splinters",659,647,"ABM made international headlines when the organization pledged allegiance to the IS in a nine-minute audio speech released on Twitter in November 2014.","Al-Fawj Al-Awl","The Levantine Front ",2015,1,"Aleppo","Syria"
"613",1791,"Splinters",659,647,"TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.","Al-Fawj Al-Awl","The Levantine Front ",2015,1,"Aleppo","Syria"
"614",1217,"Affiliates",557,21,"TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.","The Islamic State - Sinai Province","Al Qaeda",2014,0,"Global Islamic State","Global Islamic State"
"615",1219,"Splinters",557,21,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path.","The Islamic State - Sinai Province","Al Qaeda",2014,0,"Global Islamic State","Global Islamic State"
"616",1215,"Allies",553,65,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path. ","Boko Haram","Al Qaeda in the Islamic Maghreb",2012,1,"Global Islamic State","Global Al Qaeda"
"617",1215,"Allies",553,65,"Jund al-Khilafah declared allegiance to the Islamic State (IS) in September 2014, declaring to Abu Bakr al-Baghdadi, the leader of IS, ""you have in the Islamic Maghreb men who will obey your orders."" ","Boko Haram","Al Qaeda in the Islamic Maghreb",2012,1,"Global Al Qaeda","Global Al Qaeda"
"618",1227,"Affiliates",1,19,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf. ","The Islamic State","Al Qaeda in the Arabian Peninsula",2014,1,"Global Islamic State","Global Islamic State"
"619",1229,"Rivals",1,19,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident.","The Islamic State","Al Qaeda in the Arabian Peninsula",2014,1,"Global Islamic State","Global Islamic State"
"620",1227,"Affiliates",1,19,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. ","The Islamic State","Al Qaeda in the Arabian Peninsula",2014,1,"Global Al Qaeda","Global Islamic State"
"621",1229,"Rivals",1,19,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf. ","The Islamic State","Al Qaeda in the Arabian Peninsula",2014,1,"Global Al Qaeda","Global Islamic State"
"622",1231,"Affiliates",459,1,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident.","Jundullah","The Islamic State",2014,0,"Global Islamic State","Global Islamic State"
"623",1233,"Affiliates",557,1,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. ","The Islamic State - Sinai Province","The Islamic State",2014,0,"Global Islamic State","Global Islamic State"
"624",1239,"Affiliates",1,105,"IS carries out a double suicide bombing that kills 26 in Aleppo, including commander Adnan Bakour of Liwa al-Tawhid, a member group of the Islamic Front.","The Islamic State","Tehrik-i-Taliban Pakistan",2014,1,"Global Islamic State","Global Islamic State"
"625",1239,"Affiliates",1,105,"AQ sends envoy Abu Khaled al-Suri to mediate the conflict between the Islamist rebel factions in Syria, and he is killed in an IS bombing of Ahrar al-Sham's, a member group of the Islamic Front, headquarters.","The Islamic State","Tehrik-i-Taliban Pakistan",2014,1,"Global Al Qaeda","Global Islamic State"
"626",1241,"Splinters",555,65,"Hezbollah troops began openly operating with regime forces around al-Qusayr in Syria in March 2013. In May 2013, they launch an offensive against the rebel groups, taking the town in a significant victory for the regime. Al-Nusra and Liwa al-Haqq, a member of the Islamic Front, are among the ousted rebel forces.","Jund al-Khilafah","Al Qaeda in the Islamic Maghreb",2014,0,"Global Islamic State","Global Islamic State"
"627",1245,"Splinters",555,65,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict.","Jund al-Khilafah","Al Qaeda in the Islamic Maghreb",2014,0,"Global Islamic State","Global Islamic State"
