link_id,type,group1_id,group2_id,description,group1_name,group2_name,year,multiple,map_name   
1889,riv,493,81,"Jabaht al-Nusra began targeting Hezbollah with a suicide bombing in Bekaa Valley in Lebanon, near the boarder with Syria. The attack killed four people, including a local Hezbollah leader. ",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Hezbollah,2014,1,Aleppo
1891,riv,81,1,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.",Hezbollah,The Islamic State,2014,1,Aleppo
1891,riv,81,1,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.",Hezbollah,The Islamic State,2014,1,Global Islamic State
1891,riv,81,1,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.",Hezbollah,The Islamic State,2014,1,Syria
1891,riv,81,1,"The Islamic State (IS) conducted a suicide bombing at Hezbollah's headquarters in Beirut, marking the third retaliatory attack on Lebanese soil for Hezbollah's support for the regime, and the first such attack carried out by IS.",Hezbollah,The Islamic State,2014,1,Iraq
1893,riv,1,537,The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.,The Islamic State,Free Syrian Army,2013,1,Syria
1893,riv,1,537,The Islamic State (IS) killed FSA leader Kamal Hamami after he ordered an IS soldier to take down a checkpoint.,The Islamic State,Free Syrian Army,2013,1,Global Islamic State
1895,riv,493,1,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic State,2014,1,Syria
1895,riv,493,1,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic State,2014,1,Global Islamic State
1895,riv,493,1,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic State,2014,1,Aleppo
1895,riv,493,1,"Jabhat al-Nusra began targeting the Islamic State (IS), and coordinated with Ahrar al-Sham, Islamic Front units, and battalions from the Supreme Military Council to drive IS out of Raqqa. IS retook Raqqa in July 2014.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic State,2014,1,Global Al Qaeda
1897,riv,647,1,The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.,The Levantine Front ,The Islamic State,2015,1,Syria
1897,riv,647,1,The Levantine Front was founded to counter the Islamic State's advances in the Aleppo governorate.,The Levantine Front ,The Islamic State,2015,1,Aleppo
1899,riv,649,1,The Ajnad al-Sham Islamic Union began fighting the Islamic State in the Damascus governorate.,The Ajnad al-Sham Islamic Union,The Islamic State,2014,0,Syria
1901,riv,493,537,Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Free Syrian Army,2014,1,Syria
1901,riv,493,537,Jabhat al-Nusra seized several villages from the Free Syrian Army in the Idlib governorate.,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Free Syrian Army,2014,1,Global Islamic State
1907,riv,361,537,Kata'ib Hezbollah began targeting the Free Syrian Army in the Aleppo governorate.,Kata'ib Hezbollah,Free Syrian Army,2016,0,Syria
1807,all,1,493,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.",The Islamic State,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2012,1,Syria
1807,all,1,493,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.",The Islamic State,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2012,1,Global Islamic State
1807,all,1,493,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.",The Islamic State,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2012,1,Aleppo
1807,all,1,493,"Jabhat al-Nusra (Al-Nusra) received funding and personnel from the Islamic State (which at the time operated as Al Qaeda in Iraq, or AQI) that helped establish Al-Nusra at the beginning of the Syrian conflict.",The Islamic State,Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),2012,1,Global Al Qaeda
1187,riv,561,81,"ISIS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",The Islamic Front,Hezbollah,2013,0,Global Islamic State
1267,riv,561,81,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",The Islamic Front,Hezbollah,2013,0,Global Islamic State
1925,all,629,81,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.",Kataib Sayyid al-Shuhada,Hezbollah,2015,1,Syria
1925,all,629,81,"Kataib Sayyid al-Shuhada (KSS) participated in the Assad Regimes offensive in the southern Syrian governorates, namely in Daraa and Quneitra. KSS fought alongside Assad Regime troops, Hezbollah, the Iranian Revolutionary Guard Corps and other Shiite militias against elements of the Free Syrian Army and Jabhat al-Nusra.",Kataib Sayyid al-Shuhada,Hezbollah,2015,1,Iraq
1915,all,545,65,"When the UN sanctioned ASL in November 2014, it classified the group as an entity associated with Al Qaeda and stated that ASL is additionally associated with Al Qaeda in the Islamic Maghreb (AQIM).  According to French sources, AQIM fighters met with ASL in southern Libya, and AQIM consistently re-tweets tweets by ASL accounts on Twitter. ",Ansar al-Shariah (Libya),Al Qaeda in the Islamic Maghreb,2014,0,North Africa
1793,spl,651,649,"Ajnad al-Sham's fighters in East Ghouta defected and joined Faylaq al-Rahman, a group based in the Damascus governorate and supported by former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra, amid rising tension with Jaysh al-Islam.",Faylaq al-Rahman,The Ajnad al-Sham Islamic Union,2016,0,Syria
1207,spl,525,549,"Conflict with the Islamic State (IS) prompted Liwa Dawoud and Liwa Siyoof al-Haq, two of Suqour al-Shams strongest factions, to declare peace with IS, defect from Suqour al-Sham, and eventually form the Army of the Levant (Jaysh al-Sham) with deserting IS members.",Suqour al-Sham,Jaysh al-Sham,2014,0,Syria
1787,mer,527,647,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups.",Liwa al-Tawhid,The Levantine Front ,2014,1,Aleppo
1787,mer,527,647,"The Levantine Front was founded on December 25, 2014 by the Islamic Front of Aleppo (not to be confused with the Islamic Front umbrella group), a group composed of Liwa al-Tawhid and other former Islamic Front umbrella group battalions, and four other Aleppo-based opposition groups.",Liwa al-Tawhid,The Levantine Front ,2014,1,Syria
1789,spl,659,647,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front ,2015,1,Syria
1791,spl,659,647,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front ,2015,1,Syria
1789,spl,659,647,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front ,2015,1,Aleppo
1791,spl,659,647,"Al-Fawj Al-Awl formed on March 3, 2015 when its 1,500 fighters broke away from Liwa al-Tawhid, a constituent brigade within the Levantine Front.",Al-Fawj Al-Awl,The Levantine Front ,2015,1,Aleppo
1217,aff,557,21,"While ABM and AQ groups share a similar ideology, they were never formal affiliates. Until Ayman Zawahiri, AQs leader, mentioned our people in the Sinai in January 2014, there had not even been confirmation that AQ recognized ABM. ",The Islamic State - Sinai Province,Al Qaeda,2014,0,Global Islamic State
1219,spl,557,21,"ABMs declaration of allegiance to IS in November 2014 could indicate a split between AQ and ABM. Some ABM cells in the Nile Valley remain loyal to AQ, which could possibly divide ABM into two factions: one that remains loyal to AQ and one that is newly loyal to IS. ",The Islamic State - Sinai Province,Al Qaeda,2014,0,Global Islamic State
1215,all,553,65,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Harams activities under Shekau indicates cooperation as early as 2010.",Boko Haram,Al Qaeda in the Islamic Maghreb,2012,1,Global Islamic State
1215,all,553,65,"Boko Haram has trained alongside and received funding and other resources from Al Qaeda in the Islamic Maghreb (AQIM) since at least 2012. Many experts, however, believe that the increasing sophistication of Boko Harams activities under Shekau indicates cooperation as early as 2010.",Boko Haram,Al Qaeda in the Islamic Maghreb,2012,1,Global Al Qaeda
1227,aff,1,19,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. ",The Islamic State,Al Qaeda in the Arabian Peninsula,2014,1,Global Islamic State
1229,riv,1,19,AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadis declaration of an Islamic caliphate to be illegitimate.,The Islamic State,Al Qaeda in the Arabian Peninsula,2014,1,Global Islamic State
1227,aff,1,19,"AQAP published a statement on its website, al-Manbar, that announced its support for the Islamic State. ",The Islamic State,Al Qaeda in the Arabian Peninsula,2014,1,Global Al Qaeda
1229,riv,1,19,AQAP rebuked IS in a video that declared IS leader Abu Bakr al-Baghdadis declaration of an Islamic caliphate to be illegitimate.,The Islamic State,Al Qaeda in the Arabian Peninsula,2014,1,Global Al Qaeda
1231,aff,459,1,Jundullah vows allegiance to IS after a meeting with a three-man delegation representing IS led by al Zubair al Kuwaiti.,Jundullah,The Islamic State,2014,0,Global Islamic State
1233,aff,557,1,ABM made international headlines when the organization pledged allegiance to the IS in a nine-minute audio speech released on Twitter in November 2014.,The Islamic State - Sinai Province,The Islamic State,2014,0,Global Islamic State
1239,aff,1,105,TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.,The Islamic State,Tehrik-i-Taliban Pakistan,2014,1,Global Islamic State
1239,aff,1,105,TTP pledged support to IS and urged other Middle Eastern extremists to be part of the effort to repel the alleged Western campaign against Islam.,The Islamic State,Tehrik-i-Taliban Pakistan,2014,1,Global Al Qaeda
1241,spl,555,65,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path.",Jund al-Khilafah,Al Qaeda in the Islamic Maghreb,2014,0,Global Islamic State
1245,spl,555,65,"In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path. ",Jund al-Khilafah,Al Qaeda in the Islamic Maghreb,2014,0,Global Islamic State
1243,aff,555,1,"Jund al-Khilafah declared allegiance to the Islamic State (IS) in September 2014, declaring to Abu Bakr al-Baghdadi, the leader of IS, ""you have in the Islamic Maghreb men who will obey your orders."" ",Jund al-Khilafah,The Islamic State,2014,0,Global Islamic State
1249,aff,152,1,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf. ",Abu Sayyaf Group,The Islamic State,2014,1,Global Al Qaeda
1253,aff,152,1,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident.",Abu Sayyaf Group,The Islamic State,2014,1,Global Al Qaeda
1255,aff,152,1,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. ",Abu Sayyaf Group,The Islamic State,2014,1,Global Al Qaeda
1249,aff,152,1,"On July 2, 2014, a video was posted from a Filipino prison showing inmates gathering around a black flag, swearing allegiance to IS. Many of these inmates are current or were former members of Abu Sayyaf. ",Abu Sayyaf Group,The Islamic State,2014,1,Global Islamic State
1253,aff,152,1,"Abu Sayyaf militants threated to kill two German hostages in the name of IS unless Germany stops supporting America in its killing of our Muslim brothers in Iraq and Syria, especially the mujahedeen of the Islamic State. While not directly involved in the military offensive against IS, Germany said it would not stop their support for the US military forces based on this incident.",Abu Sayyaf Group,The Islamic State,2014,1,Global Islamic State
1255,aff,152,1,"On July 23, 2014, senior leader of Abu Sayyaf, Isnilon Hapilon, posted a 6-minute video on YouTube declaring allegiance to IS and al-Baghdadi. ",Abu Sayyaf Group,The Islamic State,2014,1,Global Islamic State
1259,riv,561,1,"IS carries out a double suicide bombing that kills 26 in Aleppo, including commander Adnan Bakour of Liwa al-Tawhid, a member group of the Islamic Front.",The Islamic Front,The Islamic State,2014,0,Global Islamic State
1261,riv,561,1,"AQ sends envoy Abu Khaled al-Suri to mediate the conflict between the Islamist rebel factions in Syria, and he is killed in an IS bombing of Ahrar al-Sham's, a member group of the Islamic Front, headquarters.",The Islamic Front,The Islamic State,2014,0,Global Islamic State
1265,riv,565,81,"Hezbollah troops began openly operating with regime forces around al-Qusayr in Syria in March 2013. In May 2013, they launch an offensive against the rebel groups, taking the town in a significant victory for the regime. Al-Nusra and Liwa al-Haqq, a member of the Islamic Front, are among the ousted rebel forces.",Independent Islamist Groups,Hezbollah,2013,0,Global Islamic State
1281,all,493,565,"A number of opposition groups including al-Nusra and the Islamic Front's Suqour al-Sham overtake a government air base in Taftanaz. It is a significant victory, allowing the opposition to seize helicopters and other heavy weapons and ammunition. The groups sustained a siege for months to eventually take the air base, demonstrating increased capacity in military operations since the beginning of the conflict.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups,2013,0,Global Islamic State
1293,all,493,565,"Thirteen Islamist groups denounce the Syrian National Council and announce the formation of an Islamist coalition. The most prominent of the groups are: al-Nusra, Ahrar al-Sham, Tawhid Brigade, Suqour al-Sham, the Islam Army, and Liwa al-Haqq. The ""coalition"" is short-lived, with many of the strongest signees soon joining together to form the Islamic Front, of which al-Nusra is notably not a member.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups,2013,0,Global Islamic State
1295,all,493,565,"Rebel groups including al-Nusra and Ahrar al-Sham, a member of the Islamic Front, take full control of Raqqa in a joint operation against regime forces. It is the first provincial capital to come under rebel control in the civil war.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups,2013,0,Global Islamic State
1297,all,493,565,"Al-Nusra and Ahrar al-Sham, a member of the Islamic Front, are two of eleven Islamist groups to release a joint statement opposing the creation of the National Coalition of Syrian Revolutionary and Opposition Forces, a representative group formed in Qatar that seeks to replace Assad and establish a secular transitional government by unifying support for the FSA. The Islamist groups rejected the umbrella and instead called for the establishment of an Islamic state, although the disagreement didn't prevent cooperation on the ground between the FSA and Islamists.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),Independent Islamist Groups,2012,0,Global Islamic State
1275,riv,1,561,"In early 2014, tensions on the ground between IS and other rebel groups begin to develop into conflict on the ground. On January 6th, IS is driven from Raqqa after fighting with other rebel groups, including al-Nusra, members of the Islamic Front, and members of the FSA.",The Islamic State,The Islamic Front,2014,0,Global Islamic State
1283,mer,565,561,"On November 22, 2013, seven rebel factions in Syria announced the creation of the Islamic Front as a united opposition force against Syrian president Bashar al-Assad. Under the Islamic Front, these individual groups dissolved, providing a unified message of opposition to the government of al-Assad.",Independent Islamist Groups,The Islamic Front,2013,0,Global Islamic State
1285,all,493,561,"IS, Al-Nusra, and Ahrar al-Sham, a member group of the Islamic Front, coordinate an attack on Hezbollah's headquarters in Damascus. Ahrar al-Sham claims to have killed over fifty Hezbollah fighters.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic Front,2013,0,Global Islamic State
1291,all,493,561,"Al-Nusra and Suqour al-Sham, a member of the Islamic Front, conduct a joint suicide attack in Idlib, Syria.",Hay'at Tahrir al-Sham (Formerly Jabhat al-Nusra),The Islamic Front,2014,0,Global Islamic State
1299,aff,553,1,"In July 2014, Boko Haram leader Abubakar Shekau declared support for for IS leader, al-Baghdadi. The organization also began using the Islamic State battle hymn as the soundtrack for videos documenting its atrocities.",Boko Haram,The Islamic State,2014,1,Global Islamic State
1301,all,553,1,"Boko Haram swore official allegiance to the Islamic State in March 2015. In an Arabic audio message posted on Twitter, Abubakar Shekau, leader of Boko Haram called on, ""on Muslims everywhere to pledge allegiance to the caliph."" Later that month, the Islamic State accepted their pledge, claiming that an allegiance with Boko Haram meant IS had officially expanded into West Africa.",Boko Haram,The Islamic State,2015,1,Global Islamic State
1299,aff,553,1,"In July 2014, Boko Haram leader Abubakar Shekau declared support for for IS leader, al-Baghdadi. The organization also began using the Islamic State battle hymn as the soundtrack for videos documenting its atrocities.",Boko Haram,The Islamic State,2014,1,Global Al Qaeda
1301,all,553,1,"Boko Haram swore official allegiance to the Islamic State in March 2015. In an Arabic audio message posted on Twitter, Abubakar Shekau, leader of Boko Haram called on, ""on Muslims everywhere to pledge allegiance to the caliph."" Later that month, the Islamic State accepted their pledge, claiming that an allegiance with Boko Haram meant IS had officially expanded into West Africa.",Boko Haram,The Islamic State,2015,1,Global Al Qaeda
1303,all,547,21,"Upon being declared a terrorist organization by the Tunisian government in August 2013, AST declared its loyalty to Al Qaeda (AQ) in a post on their official Facebook page. The AQ response is unknown, so AST is not formally affiliated with AQ.",Ansar al-Shariah (Tunisia),Al Qaeda,2013,1,North Africa
1303,all,547,21,"Upon being declared a terrorist organization by the Tunisian government in August 2013, AST declared its loyalty to Al Qaeda (AQ) in a post on their official Facebook page. The AQ response is unknown, so AST is not formally affiliated with AQ.",Ansar al-Shariah (Tunisia),Al Qaeda,2013,1,Global Islamic State
1305,aff,547,65,"ASTs relationship with Al Qaeda in the Islamic Maghreb (AQIM) was unclear until the Tunisian government published an Allegiance Act, signed by AST leaders for AQIM in August 2013.  Prior to the concrete proof of affiliation, AQIM was rumored to have been funding AST, and AST consistently retweeted AQIM tweets in support of the group. ",Ansar al-Shariah (Tunisia),Al Qaeda in the Islamic Maghreb,2013,1,North Africa
1305,aff,547,65,"ASTs relationship with Al Qaeda in the Islamic Maghreb (AQIM) was unclear until the Tunisian government published an Allegiance Act, signed by AST leaders for AQIM in August 2013.  Prior to the concrete proof of affiliation, AQIM was rumored to have been funding AST, and AST consistently retweeted AQIM tweets in support of the group. ",Ansar al-Shariah (Tunisia),Al Qaeda in the Islamic Maghreb,2013,1,Global Islamic State
1307,all,547,1,"AST publicly supports the Islamic State (IS) and has encouraged members to go to Syria to fight with the group; AST leader Kanel Zarrouk pledged allegiance to IS and joined the Syrian civil war in 2014. In July 2014, ASTs spokesman, Seifeddine Rais, swore loyalty to IS.  It is unclear whether or not he spoke on behalf of AST or solely himself.  Following his pledge, a number of AST leaders left to fight in Syria and dedicated themselves to IS.  Although AST has backed IS on social media in past years, the extent of their connection to the group is unknown.  ",Ansar al-Shariah (Tunisia),The Islamic State,2014,1,North Africa
1307,all,547,1,"AST publicly supports the Islamic State (IS) and has encouraged members to go to Syria to fight with the group; AST leader Kanel Zarrouk pledged allegiance to IS and joined the Syrian civil war in 2014. In July 2014, ASTs spokesman, Seifeddine Rais, swore loyalty to IS.  It is unclear whether or not he spoke on behalf of AST or solely himself.  Following his pledge, a number of AST leaders left to fight in Syria and dedicated themselves to IS.  Although AST has backed IS on social media in past years, the extent of their connection to the group is unknown.  ",Ansar al-Shariah (Tunisia),The Islamic State,2014,1,Global Islamic State
1309,all,1,367,"The Afghan government launched a major offensive against Taliban forces in the northeastern city of Kunduz. Foreign militants trained by the Islamic State were allegedly fighting alongside the Taliban in this conflict. Other sources, however, report that the Taliban and the Islamic State are actively fighting one another.",The Islamic State,The Taliban,2015,1,Global Islamic State
1309,all,1,367,"The Afghan government launched a major offensive against Taliban forces in the northeastern city of Kunduz. Foreign militants trained by the Islamic State were allegedly fighting alongside the Taliban in this conflict. Other sources, however, report that the Taliban and the Islamic State are actively fighting one another.",The Islamic State,The Taliban,2015,1,Global Al Qaeda
1313,all,9,75,"The JRTN often contracted the 1920s Revolution Brigades, Ansar al-Islam, the Islamic Army in Iraq, Hamas Iraq, and even AQI to carry out attacks for it in the period from 2008-2011. In return the JRTN helped manage the intelligence collection, finances, and logistics of these groups.",1920s Revolution Brigades,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2009,0,Iraq
1373,all,9,75,"In the summer of 2013, the 1920s Revolution Brigade and the JRTN formally allied when they helped to found the General Military Council for Iraqs Revolutionaries (GMCIR). ",1920s Revolution Brigades,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2013,0,Iraq
1315,riv,1,75,"The JRTN repeatedly denounced AQI, IS's predecessor, for targeting Iraqi citizens because of their sectarian affiliations. ",The Islamic State,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN) ,2007,0,Iraq
1401,riv,589,587,The KDP and PUK fought each other in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Patriotic Union of Kurdistan,1994,1,Iraq
1405,all,589,587,The PUK and KDP signed a truce in 1998 and jointly administered the Kurdish Regional Government until 2013 when the PUK lost a large portion of its electoral support.,Kurdish Democratic Party,Patriotic Union of Kurdistan,1998,1,Iraq
1407,all,589,587,The KDP and PUK have worked together since 2013 to combat the Islamic State (IS).  Together the KDP and PUK control the majority of the Iraqi Kurdish Peshmerga.,Kurdish Democratic Party,Patriotic Union of Kurdistan,2013,1,Iraq
1401,riv,589,587,The KDP and PUK fought each other in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Patriotic Union of Kurdistan,1994,1,Kurdish Conflict
1405,all,589,587,The PUK and KDP signed a truce in 1998 and jointly administered the Kurdish Regional Government until 2013 when the PUK lost a large portion of its electoral support.,Kurdish Democratic Party,Patriotic Union of Kurdistan,1998,1,Kurdish Conflict
1407,all,589,587,The KDP and PUK have worked together since 2013 to combat the Islamic State (IS).  Together the KDP and PUK control the majority of the Iraqi Kurdish Peshmerga.,Kurdish Democratic Party,Patriotic Union of Kurdistan,2013,1,Kurdish Conflict
1409,all,589,25,The IMK fought along side the KDP against the PUK in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Islamic Movement of Kurdistan,1994,1,Iraq
1409,all,589,25,The IMK fought along side the KDP against the PUK in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Islamic Movement of Kurdistan,1994,1,Kurdish Conflict
1411,riv,589,591,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Kurdistan Workers Party,1994,1,Iraq
2057,all,589,591,"The PKK contacted Massoud Barzani (KDP leader), requesting permission to build training camps in the KRG. Barzani agreed and created a formal agreement allowing the PKK to establish training camps and cross over into Turkey to carry out attacks.",Kurdish Democratic Party,Kurdistan Workers Party,1982,1,Iraq
1411,riv,589,591,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Kurdish Democratic Party,Kurdistan Workers Party,1994,1,Kurdish Conflict
2057,all,589,591,"The PKK contacted Massoud Barzani (KDP leader), requesting permission to build training camps in the KRG. Barzani agreed and created a formal agreement allowing the PKK to establish training camps and cross over into Turkey to carry out attacks.",Kurdish Democratic Party,Kurdistan Workers Party,1982,1,Kurdish Conflict
1413,all,587,591,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Patriotic Union of Kurdistan,Kurdistan Workers Party,1995,1,Kurdish Conflict
1413,all,587,591,The PKK fought along side the PUK against the KDP in the Kurdish Civil War from 1994-1998.,Patriotic Union of Kurdistan,Kurdistan Workers Party,1995,1,Iraq
1415,riv,591,1,The PKK joined the KDP and PUK in the fight against IS in summer 2014. PKK fighters were particularly active fighting IS in Kobani in September 2014.  ,Kurdistan Workers Party,The Islamic State,2014,0,Iraq
1417,all,591,589,PKK fighters joined KDP peshmerga fighters fighting IS around Mount Sinjar while simultaneously helping to evacuate the region's Yazidi population. ,Kurdistan Workers Party,Kurdish Democratic Party,2014,1,Kurdish Conflict
1419,all,591,589,"PKK and KDP peshmerga militants fought IS around Mount Sinjar and simultaneously helped to evacuate the area's Yazidi population.  Despite their brief cooperation, reports surfaced of tensions between the PKK and KDP, which resulted in the temporary withdrawal of the KDP from the area surrounding Mount Sinjar.",Kurdistan Workers Party,Kurdish Democratic Party,2014,1,Kurdish Conflict
1417,all,591,589,PKK fighters joined KDP peshmerga fighters fighting IS around Mount Sinjar while simultaneously helping to evacuate the region's Yazidi population. ,Kurdistan Workers Party,Kurdish Democratic Party,2014,1,Iraq
1419,all,591,589,"PKK and KDP peshmerga militants fought IS around Mount Sinjar and simultaneously helped to evacuate the area's Yazidi population.  Despite their brief cooperation, reports surfaced of tensions between the PKK and KDP, which resulted in the temporary withdrawal of the KDP from the area surrounding Mount Sinjar.",Kurdistan Workers Party,Kurdish Democratic Party,2014,1,Iraq
1435,riv,587,1,"On August 8, 2014, the Islamic State invaded western Iraqi Kurdistan, taking the Mosul Dam, Makhmour, and Sinjar and signaling the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish army, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  ",Patriotic Union of Kurdistan,The Islamic State,2014,0,Iraq
1437,riv,587,1,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  ",Patriotic Union of Kurdistan,The Islamic State,2014,0,Iraq
1423,riv,589,13,Ansar al-Islam carried out simultaneous suicide bomber attacks at the headquarters of the KDP and the PUK in Erbil.,Kurdish Democratic Party,Ansar al-Islam,2004,0,Iraq
1425,riv,587,13,Ansar al-Islam carried out simultaneous suicide attacks at the headquarters of the KDP and the PUK in Arbil.,Patriotic Union of Kurdistan,Ansar al-Islam,2004,0,Iraq
1433,riv,589,1,"The Islamic State's August 8, 2014 invasion of western Iraqi Kurdistan, in which they captured the Mosul Dam, Makhmour, and Sinjar,marked the start to the war between the Kurdish Regional Government and IS.  The next day the Kurdish peshmerga, primarily composed of the peshmerga forces loyal to the KDP and PUK, re-took Makhmour.  ",Kurdish Democratic Party,The Islamic State,2014,0,Iraq
