group_id,group_name,page_url,old_description,description,last_updated,start_year,end_year,active,complete,on_any_map,first_attack,last_attack,init_size_members,init_size_year,min_size_members,min_size_year,max_size_members,max_size_year,founding_city,founding_province,founding_country,founding_notes,us_designated,un_designated,other_designated,other_designated_names,state_sponsor,state_sponsor_names,Notes
533,Jaysh al-Islam,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jaysh-al-islam,"Jaysh al-Islam (The Islam Army, The Islam Brigade) is a Syrian opposition group that aims to depose the Assad Regime. The group was formed in 2013 through a merger of about fifty Damascus-based opposition groups, and was initially lead by former Liwa al-Islam commander Zahran Alloush. The group operates in the Homs, Aleppo, Idlib, Hama, Daraa, and Quneitra governorates, and was an active member of the Islamic Front umbrella organization until the Islamic Front dissolved in 2014. Jaysh al-Islam opposes the Islamic State (IS) and has been battling the group since July 2014 when it first ousted IS from Eastern Ghouta in Damascus. Jaysh al-Islam has also had a tense relationship with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), ever since Al-Nusra rejected the authority of Jaysh al-Islam¬ís Unified Judiciary Council court system. Through late 2015 and early 2016, Jaysh al-Islam¬ís deteriorating ties with Al-Nusra and a series of other controversies have fueled political unrest in Eastern Ghouta.","Jaysh al-Islam (The Islam Army, The Islam Brigade) is a Syrian opposition group that aims to depose the Assad Regime. ",03/00/2019,2013,0,1,1,1,07/00/2014,04/07/2016,5000,2013,2000,2013,30000,2016,Damascus,,Syria,,0,0,0,,1,"Saudi Arabia, Turkey, Qatar",
75,Jaysh Rijal al-Tariqa al-Naqshbandia (JRTN),https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jrtn,"The Jaysh Rijal al-Tariq al-Naqshbandia (JRTN) is a Sufi insurgent group largely comprised of ex-Baath Party members. It was formed by Izzat Ibrihim al-Douri in 2006 in response to the execution of Saddam Hussein. With Hussein¬ís death, many of Iraq¬ís remaining Baathists coalesced around Douri, the most senior remaining Ba¬íathist leader in the country, forming the basis of the JRTN. The group has since expanded to become one of the most powerful insurgent organizations in Iraq, second only to the Islamic State (IS). Despite their almost diametrically opposed ideologies, the JRTN and IS have worked closely with one another on multiple occasions, most notably in the capture of Mosul in June of 2014.",The Jaysh al-Tariq al-Naqshabandia (JRTN) is a Sufi insurgent group that is largely comprised of ex-Ba’ath Party members and that was formed in 2006 in response to the execution of Saddam Hussein. ,04/00/2019,2006,0,1,1,1,02/00/2009,01/03/2015,1500,2009,1500,2009,2000,2014,Baqouba,Diyala,Iraq,first attack location,1,0,0,,1,Saudi Arabia and Jordan,
251,Jemaah Islamiyah,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jemaah-islamiyah,"Jemaah Islamiyah (JI) is an Islamist extremist organization based in Indonesia. The group seeks to establish an Islamic caliphate extending across Southeast Asia. It originated in the late 1980s and was responsible for a number of high-profile attacks that mainly targeted Christians and Western interests throughout the 1990s and early 2000s, including the 2002 Bali nightclub bombings that killed over 200. Following increased security efforts and internal splintering in the mid-2000s, JI has become less active.",Jemaah Islamiyah (JI) is an Islamist extremist organization based in Indonesia. The group seeks to establish an Islamic caliphate extending across Southeast Asia.,06/00/2021,1993,0,1,1,1,12/24/2000,07/17/2009,1000,2007,500,2012,6000,2021,Jakarta,,Indonesia,first/major attack location,1,1,1,"UK, Australia",0,,
669,Jund al-Aqsa,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jund-al-aqsa,"Jund al-Aqsa was initially led by Shiekh Abdul Aziz al-Qatari as a subunit within Al Qaeda¬ís (AQ) Syrian affiliate, Jabhat al-Nusra (Al-Nusra). In response to tension between Al-Nusra and the Islamic State (IS), Jund al-Aqsa left Al-Nusra in September 2013 in order to provide an alternate front to recruit reserve foreign fighters. Although the group left Al-Nusra in 2013, Jund al-Aqsa continued to affirm its allegiance to Al-Nusra and AQ central command, and was active predominantly in Syria¬ís Idlib and Hama governorates. In addition to direct cooperation with Al-Nusra, Jund al-Aqsa coordinated attacks with the group as part of the Jaysh al-Fatah umbrella organization until October 2015, when it left the group due to misgivings about the tactics employed by Ahrar al-Sham and fighting IS. Jund al-Aqsa began coordinating attacks against the Syrian army with IS in early 2016, but still remained loyal to AQ and Al-Nusra, now known as Jabhat Fatah al-Sham (Fatah al-Sham). Jund al-Aqsa also had a tense relationship with Ahrar al-Sham, a Salafi group that began targeting Jund al-Aqsa in October 2016. On October 10, 2016, Jund al-Aqsa merged into Fatah al-Sham, and Fatah al-Sham leaders negotiated a ceasefire with Ahrar al-Sham.",Jund al-Aqsa was an Islamist militant organization active in the Idlib and Hama governorates of Syria.,04/00/2019,2013,2016,0,1,1,02/00/2014,09/00/2016,1000,2014,,,,,Maan,Hama,Syria,first attack location,1,1,1,UK,0,,
361,Kata'ib Hezbollah,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/kataib-hezbollah,"Kata¬íib Hezbollah (KH), also known as the Hezbollah Brigades, is a Shiite Iraqi insurgent group in Iraq and Syria that was founded in 2007. The group is led by Abu Mahdi al-Muhandis and receives large amounts of training, logistical support, and weapons from the Iranian Islamic Revolutionary Guards Corps (IRGC). From 2007-2011, KH directed the majority of its attacks against U.S.-Coalition forces in Iraq and was designated as a foreign terrorist organization by the U.S. on July 2, 2009. Following the U.S. withdrawal from Iraq in 2011, KH sent large numbers of its fighters to Syria to fight alongside Hezbollah and the Assad government. KH has also deployed its troops in Iraq to fight the Islamic State (IS) and is a member of the Popular Mobilization Forces (PMF), an umbrella group of Shiite militant groups fighting IS in Iraq.","Kata’ib Hezbollah (KH), also known as the Hezbollah Brigades, is a Shiite Iraqi insurgent group that was founded in 2007.",06/00/2021,2007,0,1,1,1,02/19/2008,02/15/2021,400,2013,400,2013,10000,2019,Baghdad,,Iraq,,1,0,1,UAE,1,"Iran, Syria",
629,Kata¬íib Sayyid al-Shuhada,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/kataib-sayyid-al-shuhada,"Kata¬íib Sayyid al-Shuhada (KSS) is an Iranian-backed, Iraqi Shiite militant group founded in May 2013 that conducts operations in both Iraq and Syria. In Iraq, the group is a member of the Popular Mobilization Forces (PMF) and fights alongside the Iraqi Government and other Shiite paramilitaries against the Islamic State (IS). In Syria, KSS is allied with the Assad Regime, Iranian Islamic Revolutionary Guard Corps (IRGC), Hezbollah and the other pro-Assad, predominantly Shiite militant groups against anti-government militias.","Kata’ib Sayyid al-Shuhada (KSS), or “The Masters of the Martyrs Brigade,” is a Shiite militant organization operating in both Syria and Iraq.",03/00/2021,2013,0,1,1,1,08/21/2013,02/15/2021,200,2013,200,2013,2723,2017,Damascus,,Syria,first attack location,0,0,0,,1,Iran,
445,Lashkar-e-Islam,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/lashkar-e-islam,Lashkar-e-Islam (LeI) is a militant group operating out of the Khyber Agency of Pakistan. It started off as a sectarian group with anti-Barelvi leanings. The overall strength of the organization is unknown. It has been reported by multiple media outlets that LeI has a rivalry with Tehreek-e-Taliban Pakistan (TTP). Leaders of LeI have heavily employed FM radio stations as a mean of communicating to their followers and supporters. It was successful in setting up a parallel government in Khyber Agency in 2008. LeI continues to be an anti-Taliban group.,Lashkar-e-Islam is a Deobandi Sunni militant group operating in the Khyber District of Pakistan.,07/00/2019,2004,0,1,1,1,2006,2018,10000,2008,500,2016,10000,2018,Bara,Khyber Pakhtunkhwa ,Pakistan,,0,0,1,Pakistan,1,Afghanistan,unclear if LeI is supported by the Pakistani military
215,Lashkar-e-Jhangvi,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/lashkar-e-jhangvi-lej,"Lashkar-e-Jhangvi (LeJ) is a militant group in Pakistan most known for its frequent, violent attacks against Shiites in the region. The group is an offshoot of the Deobandi Sunni organization Sipah-i-Sahaba (SiS). Former SiS militants Riaz Basra, Malik Ishaq, and Akram Lahori founded LeJ in 1996 after breaking away from SiS, claiming that SiS had deviated from its founder¬¨√≠s teachings. Since then, LeJ has fueled sectarian violence in the region by killing hundreds of Shiites, while also targeting high-level politicians, other ethnic minorities in the region, and Western interests and influences. LeJ strives to establish a Sunni state in Pakistan and rid the country of Shiite influence.",Lashkar-e-Jhangvi (LeJ) is a Sunni militant group operating in Pakistan that aims to rid the country of Shiite influence.,07/00/2018,1995,0,1,1,1,02/20/1997,06/23/2017,24,2001,24,2001,less than 1000,2010,,Punjab,Pakistan,,1,1,1,"Australia, Pakistan, UK",0,,"unsure how to code ""less than 1000"" for max_size"
79,Lashkar-e-Taiba,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/lashkar-e-taiba,"Lashkar-e-Taiba (LeT) is a Pakistan-based group formed in 1990 that primarily fights Indian control over Jammu and Kashmir. The group subscribes to a strict fundamentalist interpretation of Islam and seeks to establish an Islamic caliphate in South Asia. It has declared the U.S., Israel and India as existential enemies of Islam. LeT has conducted numerous deadly attacks against Indian officials, troops, and civilians in the disputed area of Kashmir as well as throughout India and Afghanistan. The group maintains training camps, facilities, schools, and medical clinics in Pakistan. It runs its own charitable organization, Jamaat-ud-Dawa (JUD), and has supported humanitarian relief missions in Pakistan. In 2002, Pakistan officially banned Lashkar-e-Taiba. In 2008, both the U.S. and the UN placed sanctions on several senior LeT leaders.",Lashkar-e-Taiba (LeT) is a Pakistan-based group formed in 1990 that primarily fights Indian control over Jammu and Kashmir.,11/00/2018,1990,0,1,1,1,00/00/1990,12/04/2017,2000,2011,2000,2018,2000,2018,Lahore,,Pakistan,,1,1,1,Pakistan,1,Pakistan,
425,Lashkar-e-Zil,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/lashkar-e-zil,"Lashkar-e-Zil (LeZ) is the paramilitary special forces branch of Al Qaeda (AQ). The group was formed in 2002 as a successor to Brigade 055, AQ¬¨√≠s former special operations unit that was shattered in the U.S. invasion of Afghanistan in 2001. LeZ operates in Pakistan and Afghanistan and works closely with many of the other militant organizations in the region, including the Haqqani Network, Tehreek-e-Taliban (TTP), and the Afghani Taliban.",Lashkar-e-Zil (LeZ) is the paramilitary special forces branch of Al-Qaeda's base (AQ) operating in Pakistan and Afghanistan.,07/00/2018,2002,0,1,1,1,12/00/2007,01/06/2010,10000,2010,,,,,,Federally Administered Tribal Areas,Pakistan,,0,0,0,,0,,
225,Liberation Tigers of Tamil Elam,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/liberation-tigers-tamil-elam,"The Liberation Tigers of Tamil Eelam (LTTE) were a militant separatist group fighting for an independent homeland for Hindu Tamils in Northeastern Sri Lanka. The LTTE was founded in the early 1970s by Velupillai Prabhakaran, who led the group until his death by Sri Lankan armed forces in May 2009. During the 1980s, the LTTE defeated a number of different Tamil militant groups, emerging as the dominant group by the end of the decade. The LTTE successfully carried out a number of high-profile attacks, including the assassination of two heads of state. The LTTE were also notorious for their use of suicide terrorism, perpetrated by their elite suicide bombing unit known as the Black Tigers. Starting in 1985, the LTTE began negotiations with the Sri Lankan government; however, multiple rounds of negotiations failed and were interrupted by bouts of violence and clashes between both sides. In March 2004, a large faction of the LTTE led by Colonel Karuna defected, significantly weakening the organization. In 2006, after another failed round of negotiations, the Sri Lankan government declared all-out war on the LTTE and the group was militarily defeated in May 2009.",The Liberation Tigers of Tamil Eelam (LTTE) was a militant separatist group fighting for an independent homeland for Hindu Tamils in Northeastern Sri Lanka.,07/00/2015,1972,2009,0,1,1,05/14/1985,05/09/2009,6000,2002,3000,2007,18000,2004,Anaradhapura,,Sri Lanka,first attack location,1,0,1,"India, UK, EU, Canada, Malaysia designated",1,India,
675,Libyan Islamic Fighting Group,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/libyan-islamic-fighting-group,"The Libyan Islamic Fighting Group (LIFG) was a Sunni opposition group that was created in 1995 in Libya to overthrow Muammar Qaddafi. The LIFG was preceded by a secret group formed in Libya in the 1980s, of which a faction left to fight in Afghanistan in the late 1980s, and then returned in the early 1990s to establish the LIFG. The group announced its official existence in 1995 and was led by Abdelhakim Belhadj. The group was most active in the eastern Libyan region of Cyrenaica and was known for assassination attempts against Qaddafi, helping plan bombings in Morocco in 2003, and violent clashes with the Benghazi police. The LIFG was allegedly tied to Al Qaeda and had hostile relations with the Group Islamique Arme (GIA). In the late 1990s, the LIFG lost strength after repeated military campaigns against them by the Qaddafi regime and disbanded in 2010.",The Libyan Islamic Fighting Group (LIFG) was a Sunni militant organization operating in Libya until 2010. It sought to overthrow Muammar el-Qaddafi. ,07/00/2018,1995,2010,0,1,1,05/00/1995,05/00/2003,1000,1995,200,2011,1000,1995,,Cyrenaica ,Libya,No location info for first attack,1,1,0,,0,,
529,Liwa al-Haqq,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/liwa-al-haqq,"Liwa al-Haqq (the Truth Brigade, Haq Brigade of Homs) was a Syrian militant organization formed in May 2012 to oppose the Assad Regime. It was active in the provinces of Homs, Idlib, and Raqqa. While Liwa al-Haqq only engaged in one documented attack, it was an active member of the Syrian Islamic Front (SIF) umbrella organization, which was founded in 2012, and was also affiliated with the Free Syrian Army (FSA).¬†However, Liwa al-Haqq left both groups after joining the Islamic Front umbrella organization in November 2013. After joining the Islamic Front, Liwa al-Haqq commander Sheikh Abu Rateb served as the organization¬ís general secretary until the Islamic Front dissolved in mid-2014 due to disagreements between two of its largest founding members, Ahrar al-Sham and Jaysh al-Islam. Although Liwa al-Haqq allegedly merged with Ahrar al-Sham after the Islamic Front dissolved, some reports indicate that Liwa al-Haqq may still be acting autonomously, and it is listed as an independent member of the Jaysh al-Fatah umbrella organization.",Liwa al-Haqq is a militant organization operating in Syria as a faction of Hay'at Tahrir al-Sham umbrella group.,02/00/2020,2012,2014,0,1,1,05/08/2013,06/14/2013,NA,NA,NA,NA,NA,NA,Homs,,Syria,,1,0,0,,1,Saudi Arabia,
527,Liwa al-Tawhid,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/liwa-al-tawhid,"Liwa al-Tawhid (the Tawhid Brigade) was an Aleppo-based militant group that was formed by several small opposition brigades to fight the Assad Regime in July 2012. The group¬ís goal was to replace the Assad Regime with a moderate Islamic state that had a basis in Shariah law, but included civilian rule, elections, and protection for minorities. Liwa al-Tawhid rose to prominence in July 2012 after becoming one of the first opposition groups to control territory in Aleppo. It was initially considered a member of the Free Syrian Army (FSA) and participated in the FSA-linked Syrian Islamic Front umbrella organization from January 2013 until November 2013, when Liwa al-Tawhid joined the Islamic Front umbrella group. Liwa al-Tawhid also cooperated with the Islamic State (IS) until January 2014, when it began targeting IS and temporarily drove IS out of the city of Aleppo. In July 2014, Liwa al-Tawhid, Ahrar al-Sham, and other former members of the Islamic Front, which dissolved in mid-2014, agreed to merge their Aleppo-based fighters and operate under the name Islamic Front. Since this merger, there have been conflicting reports on if Liwa al-Tawhid is still conducting operations independently.",Liwa al-Tawhid (the Tawhid Brigade) was an Aleppo-based militant group that fought the Assad Regime from 2012 to 2014.,07/00/2016,2012,2014,0,1,1,07/29/2012,03/09/2014,8000,2012,8000,2012,11000,2013,Aleppo,,Syria,,0,0,0,,1,"France, Qatar, Turkey",
57,Mahdi Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/mahdi-army,"The Mahdi Army, also known as the Jaysh al-Mahdi (JAM), is a Shiite militia led by Muqtada al-Sadr. The group was founded in 2003 and was considered one of the most dangerous groups in Iraq until early 2008. In March 2008, the Iraqi Security Forces and coalition troops launched a major offensive against the Mahdi Army in Basra, significantly undermining its capacity. After signing a ceasefire agreement with the coalition forces in 2008, Sadr reoriented the Mahdi Army to focus on social services provision for the Shiite community. In 2010, Sadr again redirected the focus of many members of the Mahdi army, this time to the upcoming parliamentary elections, before stepping out of the public eye in 2013. Then in June 2014, he reemerged to revive the Mahdi Army, now called the Peace Brigades, in order to join the fight against the Islamic State.","The Mahdi Army, also known as the Jaysh al-Mahdi (JAM), is a Shiite militia led by Muqtada al-Sadr.",05/00/2019,2003,0,1,1,1,04/04/2004,09/03/2014,300,2003,300,2003,"60,000",2007,Baghdad,,Iraq,first attack location,0,0,0,,1,Iran,
309,Moro Islamic Liberation Front,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/moro-islamic-liberation-front,"The Moro Islamic Liberation Front (MILF) is the largest militant organization in the Philippines, and it seeks autonomy for Filipino Muslims. The MILF split from the Moro National Liberation Front (MNLF) in 1977, although it was generally inactive and did not call itself the MILF until 1984. The MILF controls territory in the southern Philippines, governing with Shariah law. It has generally focused on political negotiation, but it has a significant history of terrorism and militancy. In 2014, the MILF concluded peace negotiations with the Philippine government for an autonomous region in the southern Philippines, to be called the Bangsamoro. The MILF is in the process of gradual disarmament.",The Moro Islamic Liberation Front (MILF) is the largest militant organization in the Philippines and seeks autonomy for Filipino Muslims.,01/00/2019,1977,0,1,1,1,09/07/1986,04/17/2017,11769,2007,10000,2015,40000,2018,,Mindanao,Philippines,,0,0,0,,1,"Malaysia, Libya",
379,Moro National Liberation Front,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/moro-national-liberation-front,"The Moro National Liberation Front (MNLF) is an Islamic separatist organization based in the southern Philippines that seeks autonomy for Filipino Muslims, called Moros. The MNLF was established in 1972, and it led the Moro separatist movement until the 1996 Final Peace Agreement between the MNLF and the Philippine government. Since 1996, the MNLF has been surpassed in strength and influence by its rival group, the Moro Islamic Liberation Front (MILF), which began its own peace talks with the Philippine government. Today, the MNLF consists of many factions, some of which support current negotiations between the Philippine government and the MILF.","The Moro National Liberation Front (MNLF) is an Islamic separatist organization based in the southern Philippines that seeks autonomy for Filipino Muslims, called Moros.",05/00/2019,1972,0,1,1,1,10/21/1972,09/09/2013,30000,1975,14000,1994,30000,1975,,Mindanao,Philippines,,0,0,0,,1,"Malaysia, Libya, Syria, Pakistan, Palestine",
129,Moroccan Islamic Combatant Group,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/moroccan-islamic-combatant-group,"The Moroccan Islamic Combatant Group (GICM) is an Islamic militant group established in the mid- to late-1990's. Like many other armed Islamic movements formed at the time, the GICM was inspired by the mujahideen in Afghanistan, where some of GICM's members fought against the Soviet Union. At one point, the group was considered to have several cells in Europe that financed much of the group's activities in Morocco. The group was founded by a faction split from Morrocan group Shabaab Islamiyah. Despite having participated in several successful attacks, such as the 2003 Casablanca bombings and the 2004 Madrid bombings, the group is now considered to be extremely weak or dissolved. The Moroccan government has conducted a successful counterterrorism campaign that has killed or imprisoned many of the group's leaders. Some believe former members may have simply joined other similar groups.","The Moroccan Islamic Combatant Group (GICM) was a Sunni Islamist militant organization operating in Morocco, North Africa and Western Europe.",07/00/2018,1998,2005,0,1,1,05/16/2003,03/11/2004,NA,NA,NA,NA,NA,NA,Casablanca ,,Morocco,first attack location,1,1,1,UK,0,,
631,Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/mujao,"The Mouvement pour l¬íUnification et le Jihad en Afrique de l¬íOuest (MUJAO) was formed in 2011 by Ahmed el-Tilemsi and Hamad el-Khairy as a splinter group of Al Qaeda in the Islamic Maghreb (AQIM). MUJAO declared its existence in October 2011 after it kidnapped three European aid workers from a refugee camp in Tindouf, Algeria. ¬†Despite its split from AQIM, MUJAO praised prominent Al Qaeda leaders and, similarly to AQIM, aims to spread jihad and establish Shariah law in West Africa. ¬†Following the 2012 coup d'√©tat that ousted the Malian government, MUJAO occupied territory in northern Mali, around the city of Gao. In August 2013, MUJAO merged with the Those Who Sign in Blood Brigade to form Al Murabitoun. ¬†It remains unclear whether or not all of MUJAO¬ís fighters joined Al Murabitoun or if a small faction continues to operate independently under the name MUJAO. ¬†MUJAO was designated as a foreign terrorist organization by the U.S. and the U.N. in 2012.",Mouvement pour l’Unification et le Jihad en Afrique de l’Ouest (MUJAO) was a Salafi-Jihadist militant organization operating in the Sahel region until 2013.,06/00/2018,2011,2013,0,1,1,10/22/2011,06/01/2013,1000,2012,300,2013,3000,2013,Tindouf,,Algeria,fist attack location; doesn't seem like a good location to use because the group operated primarily in Mali,1,1,1,Canada,,,founding_city is probably incorrect
3,Mujahideen Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/mujahideen-army,"The Mujahideen Army (MA) is a Sunni Iraqi militant organization that first gained international attention in late 2004. The group is vehemently anti-American and seeks to overthrow the Iraqi government, which it views as an American and Iranian puppet. The group was briefly a member of the Reformation and Jihad Front with Ansar al-Sunnah Sharia and the Islamic Army in Iraq from 2007 to 2008 and has been adamant in it opposition to IS since 2014.","The Mujahideen Army (MA), also known as the Jaysh al Mujahideen, is a Sunni Iraqi militant organization that operates primarily in central and western Iraq.",10/00/2017,2004,0,1,1,1,11/00/2004,08/00/2014,NA,NA,NA,NA,NA,NA,Baghdad,,Iraq,first attack location,0,0,0,,0,,
87,National Liberation Army (Colombia),https://cisac.fsi.stanford.edu/mappingmilitants/profiles/national-liberation-army-eln,"Brothers Fabio and Manuel Vasqu√©z Casta√±o founded the ELN, a Marxist-Leninst group, in 1964 to defend Colombians whom they believed to be victims of social, political, and economic injustices perpetrated by the Colombian state. The Colombian military decimated the ELN in 1973; however, the group was able to rebuild from just 65 members. The ELN¬ís involvement in the drug trade and kidnapping practices helped the group grow to over 4,000 members at its height in 1999. Though the ELN has been in steady decline since 2000, the group has remained involved in peace talks with the Colombian government from 2014 through to 2015.","The National Liberation Army (ELN) is Colombia’s largest leftist guerrilla group, formed in 1964 following the decade of Colombian civil war, from 1948-1958, known as La Violencia.",07/00/2019,1964,0,1,1,1,01/07/1965,01/17/2019,200,1972,65,2003,8000,1990,,Bolivar,Colombia,,1,0,1,"Colombia, Canada, Venezuela, and the EU",,,
449,Nazir Group,NA,"The Nazir Group is a faction of the Pakistani Taliban that operates in South Waziristan. Although it is unknown precisely when the group formed, it first gained prominence in 2006, when its original leader, Maulvi Nazir, received the support of the Pakistani Taliban under Mullah Dadullah and the approval of the Taliban Shura. The Nazir Group's primary focus is on combatting U.S.-led coalition forces and the governments of Afghanistan and Pakistan. The group aligns itself with Al Qaeda and embraces the philosophy of global jihad. The group is currently active under the leadership of Bahawal Khan, and operates primarily in Wana, South Waziristan and the Afghanistan-Pakistan region.",The Nazir Group is a faction of the Pakistani Taliban that operates in South Waziristan.,11/00/2019,2006,0,1,1,1,03/00/2008,08/00/2018,3000,2007,3000,2007,10000,2013,Wana,Khyber Pakhtunkhwa ,Pakistan,,1,0,0,,0,,profile not on website
685,New Irish Republican Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/new-irish-republican-army,"The New IRA is a republican paramilitary group that formed in 2012. The group resulted from the merger of the Real IRA, Republican Action Against Drugs (RAAD), and several smaller dissident republican groups. In 2019, many former members of ONH2 also joined the New IRA. Like most republican groups, the New IRA¬ís primary goals are to oppose the non-violent peace process in Northern Ireland and push for the unification of Ireland. The group regularly targets police units and has killed several officers through its attacks. The New IRA has also steadily increased its bombing campaign in Northern Ireland, most recently setting a car bomb off beside a courthouse in Derry. In April 2019, the New IRA mistakenly shot and killed protestant journalist Lyra McKee during a riot. Despite the significant backlash after the event, the group continued to remain operational after the murder. Brexit has also reportedly increased the appeal of the group to young disenfranchised republicans. The New IRA is considered to be the most deadly militant group active in Northern Ireland today.",The New Irish Republican Army is a republican dissident militant organization operating in Northern Ireland.,07/00/2019,2012,0,1,1,1,11/01/2012,06/00/2019,100,2012,50,2019,200,2016,Derry,,Northern Ireland,,0,0,1,UK,0,,also active in Belfast and Amagh
229,New Order,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/new-order,"The right-wing New Order (ON) was the first major terrorist group to emerge in Italy after World War II. It was a militant offshoot of right-wing parliamentary party Italian Social Movement (MSI). It sought to overthrow Italian democracy and reinstate a fascist regime. It spawned other neo-fascist terrorist groups, notably National Vanguard (AN), and along with AN and National Front (FN), it was one of the three main neo-fascist terrorist groups in post-World War II Italy. ON, AN, and FN had deep ties; their membership overlapped and they frequently collaborated on attacks, most notably an aborted coup attempt in 1970. ON dissolved when it was banned in the mid-1970s, and was thereafter subsumed into Black Order along with remnants of FN and AN.",The New Order was a right-wing militant organization based in Italy that sought to overthrow Italy's democracy and reinstate a fascist regime.,06/00/2012,1953,1978,0,1,1,08/05/1969,02/12/1978,10000,NA,10000,NA,10000,NA,Rome,,Italy,,0,0,0,,1,"US, Greece",
803,Oath Keepers,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/oath-keepers,"Oath Keepers is a far-right militant organization operating in the United States. With a focus on recruiting former military and law enforcement personnel, the group seeks to protect Americans from what it perceives as violations of U.S. citizens¬í natural rights by the U.S. federal government. The group¬ís name refers to the oath to ¬ìdefend the Constitution against all enemies, foreign and domestic¬î that is sworn by members of the military and police. Founded in 2009, Oath Keepers (OK) is one of the largest and most prominent organizations of the militia/patriot movement and includes chapters across the country. It is not a white supremacist organization. Members of the group draw heavily on historical memory of the American Revolution, portraying themselves as the heirs of the Founding Fathers and the federal government as a modern-day colonial Great Britain. The group is known for participating in armed standoffs with federal agents in the western United States. In 2016, OK aligned itself with the administration of President Donald Trump and in opposition to the anti-fascist (antifa) movement. OK is politically active, and several members of the organization were elected to public office on the state and local levels. The group played a major role in the storming of the U.S. Capitol on January 6, 2021, to prevent the certification of Joe Biden¬ís victory in the 2020 presidential election.",Oath Keepers is a far-right militant organization operating in the United States that recruits former military and law enforcement personnel.,04/00/2022,2009,0,1,1,1,04/00/2014,01/06/2021,5000,2014,5000,2014,25000,2020,,Montana,United States,,0,0,0,,0,,
230,October 22 Circle,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/october-22-circle,The October 22 Circle was one of the first left-wing terrorist groups in Italy. It was based in Genoa beginning in 1969 and never expanded geographically and never attracted more than a few dozen followers. It was absorbed by Partisan Action Groups (GAP) after most of its members were arrested; GAP was in turn absorbed by the Red Brigades.,The October 22 Circle was a left-wing terrorist group active in Italy from 1969-1971.,06/00/2012,1969,1971,0,1,1,04/12/1970,03/26/1971,25,NA,25,NA,25,NA,Genoa,,Italy,,NA,NA,NA,,0,,"one size estimate year unknown, no designations"
317,Official Irish Republican Army,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/offical-irish-republican-army,"The Official Irish Republican Army (OIRA) is one of two splinter groups that broke away from the Irish Republican Army (IRA) in 1969 (the other being the Provisional Irish Republican Army (PIRA)). OIRA was by far the less violent of the two IRA offshoots, initially intending to lead a defensive united class struggle and avoid militant republicanism. It conducted mostly small attacks against British forces in an effort to unite and free Northern Ireland from England. OIRA declared a ceasefire in 1972, after which its violent activity dropped off dramatically, with most of its members becoming involved in socialist politics through the Workers' Party. The organization continued to stage isolated attacks at least until 1979, however, and did not fully decommission its weapons until February 2010.",The Official Irish Republican Army (OIRA) is one of two splinter groups that broke away from the Irish Republican Army (IRA) in 1969.,08/00/2012,1969,2010,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Belfast,,Northern Ireland,impercise location,NA,NA,NA,,NA,,Missing most data
789,Order of Nine Angles,https://cisac.fsi.stanford.edu/mappingmilitants/profiles/order-of-nine-angles,"The Order of Nine Angles (O9A or ONA) is a satanist neo-Nazi organization active in the United Kingdom. The group valorizes Hitler and champions the transgression of moral norms, including calling for rape and murder. Ultimately, O9A seeks to weaken society and replace it with a new civilization based on principles of fascism and satanism.  O9A practices religious rituals in worship of Hitler and Nazism, which involve sexual acts and sacrifice (human or animal). Founded in the 1970s and originally based in the UK, O9A today operates decentralized networks active around the world.  British far-right extremist David Myatt reportedly started the group. Myatt allegedly leads O9A under the pseudonym Anton Long and writes most of its texts.  Given O9A¬ís secretive nature, accurate size estimates are difficult to assess and range from fewer than 50 members to over 2,000 worldwide. ",The Order of Nine Angles (O9A or ONA) is a satanist neo-Nazi organization active in the United Kingdom. ,07/00/2022,1975,0,1,1,1,11/00/2019,09/12/2020,NA,NA,10,NA,2000,NA,Durham,,United Kingdom,first attack location,0,0,0,,0,,
