"group_id","group_name","start_year","end_year","active","complete","description","on_any_map","page_url","old_description","last_updated","first_attack","last_attack","init_size_members","init_size_year","min_size_members","min_size_year","max_size_members","max_size_year","founding_city","founding_province","founding_country","founding_notes","us_designated","un_designated","other_designated","other_designated_names","state_sponsor","state_sponsor_names","Notes"
527,"Liwa al-Tawhid",2012,2014,0,1,"Liwa al-Tawhid (the Tawhid Brigade) was an Aleppo-based militant group that was formed by several small opposition brigades to fight the Assad Regime in July 2012. The groups goal was to replace the Assad Regime with a moderate Islamic state that had a basis in Shariah law, but included civilian rule, elections, and protection for minorities. Liwa al-Tawhid rose to prominence in July 2012 after becoming one of the first opposition groups to control territory in Aleppo. It was initially considered a member of the Free Syrian Army (FSA) and participated in the FSA-linked Syrian Islamic Front umbrella organization from January 2013 until November 2013, when Liwa al-Tawhid joined the Islamic Front umbrella group. Liwa al-Tawhid also cooperated with the Islamic State (IS) until January 2014, when it began targeting IS and temporarily drove IS out of the city of Aleppo. In July 2014, Liwa al-Tawhid, Ahrar al-Sham, and other former members of the Islamic Front, which dissolved in mid-2014, agreed to merge their Aleppo-based fighters and operate under the name Islamic Front. Since this merger, there have been conflicting reports on if Liwa al-Tawhid is still conducting operations independently.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/liwa-al-tawhid","Liwa al-Tawhid (the Tawhid Brigade) was an Aleppo-based militant group that was formed by several small opposition brigades to fight the Assad Regime in July 2012. The group¬ís goal was to replace the Assad Regime with a moderate Islamic state that had a basis in Shariah law, but included civilian rule, elections, and protection for minorities. Liwa al-Tawhid rose to prominence in July 2012 after becoming one of the first opposition groups to control territory in Aleppo. It was initially considered a member of the Free Syrian Army (FSA) and participated in the FSA-linked Syrian Islamic Front umbrella organization from January 2013 until November 2013, when Liwa al-Tawhid joined the Islamic Front umbrella group. Liwa al-Tawhid also cooperated with the Islamic State (IS) until January 2014, when it began targeting IS and temporarily drove IS out of the city of Aleppo. In July 2014, Liwa al-Tawhid, Ahrar al-Sham, and other former members of the Islamic Front, which dissolved in mid-2014, agreed to merge their Aleppo-based fighters and operate under the name Islamic Front. Since this merger, there have been conflicting reports on if Liwa al-Tawhid is still conducting operations independently.","07/00/2016","07/29/2012","03/09/2014","8000","2012","8000",2012,"11000",2013,"Aleppo","","Syria","",0,0,0,"",1,"France, Qatar, Turkey",""
529,"Liwa al-Haqq",2012,2014,0,1,"Liwa al-Haqq (the Truth Brigade, Haq Brigade of Homs) was a Syrian militant organization formed in May 2012 to oppose the Assad Regime.  It was active in the provinces of Homs, Idlib, and Raqqa. While Liwa al-Haqq only engaged in one documented attack, it was an active member of the Syrian Islamic Front (SIF) umbrella organization, which was founded in 2012, and was also affiliated with the Free Syrian Army (FSA). However, Liwa al-Haqq left both groups after joining the Islamic Front umbrella organization in November 2013.  After joining the Islamic Front, Liwa al-Haqq commander Sheikh Abu Rateb served as the organizations general secretary until the Islamic Front dissolved in mid-2014 due to disagreements between two of its largest founding members, Ahrar al-Sham and Jaysh al-Islam. Although Liwa al-Haqq allegedly merged with Ahrar al-Sham after the Islamic Front dissolved, some reports indicate that Liwa al-Haqq may still be acting autonomously, and it is listed as an independent member of the Jaysh al-Fatah umbrella organization.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/liwa-al-haqq","Liwa al-Haqq (the Truth Brigade, Haq Brigade of Homs) was a Syrian militant organization formed in May 2012 to oppose the Assad Regime. It was active in the provinces of Homs, Idlib, and Raqqa. While Liwa al-Haqq only engaged in one documented attack, it was an active member of the Syrian Islamic Front (SIF) umbrella organization, which was founded in 2012, and was also affiliated with the Free Syrian Army (FSA).¬†However, Liwa al-Haqq left both groups after joining the Islamic Front umbrella organization in November 2013. After joining the Islamic Front, Liwa al-Haqq commander Sheikh Abu Rateb served as the organization¬ís general secretary until the Islamic Front dissolved in mid-2014 due to disagreements between two of its largest founding members, Ahrar al-Sham and Jaysh al-Islam. Although Liwa al-Haqq allegedly merged with Ahrar al-Sham after the Islamic Front dissolved, some reports indicate that Liwa al-Haqq may still be acting autonomously, and it is listed as an independent member of the Jaysh al-Fatah umbrella organization.","02/00/2020","05/08/2013","06/14/2013",NA,NA,NA,NA,NA,NA,"Homs","","Syria","",1,0,0,"",1,"Saudi Arabia",""
531,"Ansar al-Sham",2012,2017,0,1,"Ansar al-Sham, also known as Kataib Ansar al-Sham (Supporters of the Levant), was a Sunni Salafist militant group that aimed to replace the Assad Regime with an Islamic government. The group was formed in 2012 in Syrias Latakia governorate, and became active in Idlib and Aleppo as well. Ansar al-Sham targeted the Assad Regimes forces and sympathizers. However, unlike other former members of the Islamic Front umbrella group, Ansar al-Sham did not oppose the Islamic State. Ansar al-Sham rarely worked alone, and often cooperated with Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra). The group was most known for its participation in a March 2014 offensive in Latakia that was lead by other opposition groups, such as Al-Nusra. After this offensive, Ansar al-Sham had few notable attacks and was mostly engaged in skirmishes with the Syrian army in Latakia. Following a series of skirmishes between opposition groups in the Idlib governorate, Ansar al-Sham joined Hay'at Tahrir al-Sham, formerly known as Jabhat Fatah al-Sham, on February 7, 2017. ",1,"https://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/print_view/531","Ansar al-Sham, also known as Kataib Ansar al-Sham (Supporters of the Levant), was a Sunni Salafist militant group that aimed to replace the Assad Regime with an Islamic government. The group was formed in 2012 in Syria¬ís Latakia governorate, and became active in Idlib and Aleppo as well. Ansar al-Sham targeted the Assad Regime¬ís forces and sympathizers. However, unlike other former members of the Islamic Front umbrella group, Ansar al-Sham did not oppose the Islamic State. Ansar al-Sham rarely worked alone, and often cooperated with Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra). The group was most known for its participation in a March 2014 offensive in Latakia that was lead by other opposition groups, such as Al-Nusra. After this offensive, Ansar al-Sham had few notable attacks and was mostly engaged in skirmishes with the Syrian army in Latakia. Following a series of skirmishes between opposition groups in the Idlib governorate, Ansar al-Sham joined Hay'at Tahrir al-Sham, formerly known as Jabhat Fatah al-Sham, on February 7, 2017.","02/00/2017","10/00/2012","08/02/2015","2500","2014","2500",2014,"2500",2014,"","Latakia","Syria","",0,0,0,"",1,"Saudi Arabia","old website link"
533,"Jaysh al-Islam",2013,0,1,1,"Jaysh al-Islam (The Islam Army, The Islam Brigade) is a Syrian opposition group that aims to depose the Assad Regime. The group was formed in 2013 through a merger of about fifty Damascus-based opposition groups, and was initially lead by former Liwa al-Islam commander Zahran Alloush. The group operates in the Homs, Aleppo, Idlib, Hama, Daraa, and Quneitra governorates, and was an active member of the Islamic Front umbrella organization until the Islamic Front dissolved in 2014. Jaysh al-Islam opposes the Islamic State (IS) and has been battling the group since July 2014 when it first ousted IS from Eastern Ghouta in Damascus. Jaysh al-Islam has also had a tense relationship with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), ever since Al-Nusra rejected the authority of Jaysh al-Islams Unified Judiciary Council court system. Through late 2015 and early 2016, Jaysh al-Islams deteriorating ties with Al-Nusra and a series of other controversies have fueled political unrest in Eastern Ghouta.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/jaysh-al-islam","Jaysh al-Islam (The Islam Army, The Islam Brigade) is a Syrian opposition group that aims to depose the Assad Regime. The group was formed in 2013 through a merger of about fifty Damascus-based opposition groups, and was initially lead by former Liwa al-Islam commander Zahran Alloush. The group operates in the Homs, Aleppo, Idlib, Hama, Daraa, and Quneitra governorates, and was an active member of the Islamic Front umbrella organization until the Islamic Front dissolved in 2014. Jaysh al-Islam opposes the Islamic State (IS) and has been battling the group since July 2014 when it first ousted IS from Eastern Ghouta in Damascus. Jaysh al-Islam has also had a tense relationship with former Al Qaeda affiliate Jabhat Fatah al-Sham, formerly known as Jabhat al-Nusra (Al-Nusra), ever since Al-Nusra rejected the authority of Jaysh al-Islam¬ís Unified Judiciary Council court system. Through late 2015 and early 2016, Jaysh al-Islam¬ís deteriorating ties with Al-Nusra and a series of other controversies have fueled political unrest in Eastern Ghouta.","03/00/2019","07/00/2014","04/07/2016","5000","2013","2000",2013,"30000",2016,"Damascus","","Syria","",0,0,0,"",1,"Saudi Arabia, Turkey, Qatar",""
535,"Kurdish Islamic Front",2013,2014,0,0,"The Kurdish Islamic Front (KIF) was founded by Islamic activist Sheikh Abu Abdullah al-Kurdi and the Syrian militant group Ahrar al-Sham in 2013. The KIF joined the Islamic Front, an alliance of Syrian opposition forces operating in the Syrian civil war. The KIF allegedly joined the Islamic Front to combat the impression that the Islamic Front's conflict with the Kurdish Popular Protection Units (YPG) was ethnically motivated. The KIF was the Islamic Fronts smallest member, and it began targeting the Assad Regime, the Islamic State, and the YPG as part of the Islamic Fronts offensives in early-2014 in northern Syria. The KIF fought alongside Ahrar al-Sham and adopted its ideologies and military goals. The group officially merged with Ahrar al-Sham after the Islamic Front fragmented in mid-2014. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,"Free Syrian Army",2011,0,1,0,"The Free Syrian Army (FSA) was founded on July 29, 2011 by seven former members of the Syrian military, allegedly led by former air force Colonel Riad al-Asaad, who defected in order to fight the Assad Regime. The FSA is not a single cohesive armed opposition group, and the term is often used to refer to a loose alliance of moderate or secular opposition brigades that are fighting against the Assad Regime. In December 2012, the FSA created the Supreme Military Council (SMC, also known as The Council of Thirty) in an attempt to form a command structure among its brigades. The United States announced it would provide $123 million in non-lethal aid to the SMC in April 2013, and Saudi Arabia, The United Arab Emirates, Qatar, Jordan, and Turkey also agreed to give money and weapons to the SMC instead of directly funding individual FSA brigades. However tension arose in the SMC after a group of FSA leaders tried to replace SMC leader General Salim Idriss, and the FSAs National Coalition for Syrian Revolutionary and Opposition Forces (National Coalition) ordered the SMC to dissolve in June 2014. Since the SMCs dissolution, it has been unclear if the FSA has an established command structure because the National Coalition has not endorsed any of the institutions proposed to replace the SMC; however, multiple media outlets still cite the FSA as an established group. Prominent FSA brigades include the 1st Coastal Division, Yarmouk Army, and the Northern Sun Battalion.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,"Ansar al-Shariah (Libya)",2011,0,1,1,"Ansar al-Shariah in Libya (ASL) is an Islamist militant group that formed in the aftermath of the Libyan uprising against Muammar el-Qaddafi in February 2011. ASL aims to establish a strict implementation of Shariah law in Libya, does not tolerate interpretations of Islam other than its own, and opposes democracy.  ASL fights the Libyan government and its armed forces, and at the same time seeks to gain popular support through extensive charitable actions in Libyan communities.  In 2013, ASL expanded its operations, effectively occupying territory in Benghazi, Derna, Sirte and Ajdabiya.  In February 2015, after the Libyan military targeted Islamist groups during Operation Dignity, ASL lost most of the territory it occupied to Libyan forces. As of March 3, 2016, ASL forces are currently fighting to defend their remaining strongholds in Ajdabiya, Benghazi and Derna.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ansar-al-shariah-libya","Ansar al-Shariah in Libya (ASL) is an Islamist militant group that formed in the aftermath of the Libyan uprising against Muammar el-Qaddafi in February 2011. ASL aims to establish a strict implementation of Shariah law in Libya, does not tolerate interpretations of Islam other than its own, and opposes democracy. ASL fights the Libyan government and its armed forces, and at the same time seeks to gain popular support through extensive charitable actions in Libyan communities. In 2013, ASL expanded its operations, effectively occupying territory in Benghazi, Derna, Sirte and Ajdabiya. In February 2015, after the Libyan military targeted Islamist groups during Operation Dignity, ASL lost most of the territory it occupied to Libyan forces. As of March 3, 2016, ASL forces are currently fighting to defend their remaining strongholds in Ajdabiya, Benghazi and Derna.","07/00/2018","08/25/2012","01/15/2017","200","2012","200",2012,"5000",2012,"Benghazi","","Libya","",1,1,1,"Turkey, UAE, UK, New Zealand",0,"",""
547,"Ansar al-Shariah (Tunisia)",2011,0,1,1,"Ansar al-Shariah in Tunisia (AST) is a Salafi-Jihadist militant organization established in 2011 that combines community service, proselytization, and violence to promote its Salafi ideology and goals in Tunisia.  The group aims to establish Shariah law in Tunisia and promotes the idea of global jihad.    The group targets the Tunisian government and armed forces, utilizing a dawa, or charitable works, campaign to gain trust among Tunisian communities.  Since its establishment, AST has supported Al Qaeda; however, in July 2014, ASTs spokesman, Seifeddine Rais, swore loyalty to IS.  It is unclear whether or not he spoke on behalf of AST or solely himself.  ",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ansar-al-shariah-tunisia","Ansar al-Shariah in Tunisia (AST) is a Salafi-Jihadist militant organization established in 2011 that combines community service, proselytization, and violence to promote its Salafi ideology and goals in Tunisia. The group aims to establish Shariah law in Tunisia and promotes the idea of global jihad. The group targets the Tunisian government and armed forces, utilizing a dawa, or charitable works, campaign to gain trust among Tunisian communities. Since its establishment, AST has supported Al Qaeda; however, in July 2014, AST¬ís spokesman, Seifeddine Rais, swore loyalty to IS. It is unclear whether or not he spoke on behalf of AST or solely himself.","07/00/2018","09/14/2012","07/16/2014","30000","2012","1000",2013,"70000",2014,"Kairouan","","Tunisia","",1,1,1,"UK, Tunisia",0,"",""
549,"Jaysh al-Sham",2014,2014,0,0,"Jaysh al-Sham (Army of the Levant) was formed in January 2014 when Suyouf al-Haq, one of Suqour al-Shams strongest constituent brigades, defected due to fighting between Suqour al-Sham and the Islamic State (IS) and created a new group with former IS and Suqour al-Sham fighters. Jaysh al-Sham was prominent in Idlib province, where it opposed the Assad Regime but remained neutral to Suqour al-Sham and IS. This neutrality, along with threats from the Free Syrian Army, prompted the Liwa Dawoud brigade to leave IS and join Jaysh al-Sham in Feburary 2014. However, Liwa Dawoud reportedly left Jaysh al-Sham in July 2014 due either to threats from other opposition groups or internal tension with Jaysh al-Sham. Shortly after Liwa Dawoud defected, Jaysh al-Sham disbanded.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"Boko Haram",2002,0,1,1,"In 2002, Boko Haram was formed by Mohammad Yusuf as a Sunni Islamist sect that opposed western education and sought to establish an Islamic state in Nigeria. The group has carried out numerous attacks since 2009, including 2011 bombing of the U.N. headquarters in Abuja, but it is best known for the 2014 Chibok schoolgirl kidnapping, when the group abducted over 300 young Nigerian girls from a secular school. Its primary base of operation is northeastern Nigeria, but it has conducted limited operations in Cameroon and Niger. In March 2015, Boko Haram became an affiliate of the Islamic State (IS). In August 2016, IS announced Abu Musab al-Barnawi would assume leadership of Boko Haram. Shekau released statements that Barnawis followers were manipulating IS leadership in order to cut him off in a sort of coup; he said that he and his followers would not follow Barnawi, which reportedly led to splits within Boko Haram. It is currently unclear to what extent Shekau or Barnawi has power over Boko Haram militants, but the group remains affiliated with IS. ",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/ansar-al-shariah-tunisia","In 2002, Boko Haram was formed by Mohammad Yusuf as a Sunni Islamist sect that opposed western education and sought to establish an Islamic state in Nigeria. The group has carried out numerous attacks since 2009, including 2011 bombing of the U.N. headquarters in Abuja, but it is best known for the 2014 Chibok schoolgirl kidnapping, when the group abducted over 300 young Nigerian girls from a secular school. Its primary base of operation is northeastern Nigeria, but it has conducted limited operations in Cameroon and Niger. In March 2015, Boko Haram became an affiliate of the Islamic State (IS). In August 2016, IS announced Abu Musab al-Barnawi would assume leadership of Boko Haram. Shekau released statements that Barnawi¬¨√≠s followers were manipulating IS leadership in order to cut him off in a sort of coup; he said that he and his followers would not follow Barnawi, which reportedly led to splits within Boko Haram. It is currently unclear to what extent Shekau or Barnawi has power over Boko Haram militants, but the group remains affiliated with IS.","06/00/2021","07/26/2009","03/31/2021","100","2013","100",2013,"20000",2014,"Maiduguri","Borno","Nigeria","",1,1,1,"UK, EU",0,"",""
555,"Jund al-Khilafah",2014,0,1,0,"Jund al-Khilafah (JaK) is a Salafist militant group based in Algeria that aims to overthrow the Algerian government and establish a strict Sunni caliphate. In September 2014, Jund al-Khilafah split from al Qaeda in the Islamic Maghreb (AQIM) because they believe that AQIM had deviated from the true path. The group then declared allegiance to the Islamic State (IS) in September 2014, stating that militants in JaK would obey the orders of Abu Bakr al-Baghdadi, the leader of IS. Almost immediately after this declaration, JaK threatened to behead a French citizen, Herve Gourdel, if the French government did not immediately halt air strikes on IS in Syria. The French government refused to comply, and JaK posted a video online of Gourdels beheading on September 24, 2014.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"The Islamic State - Sinai Province",2011,0,1,1,"The Islamic State - Sinai Province (IS-SP, formally known as the Ansar Beit al-Maqdis) is a Salafi jihadist group formed following the toppling of Hosni Mubaraks regime in 2011 and focuses on operation in Egypt and the Gaza Strip. Founded as Ansar Beit al-Maqdis (ABM), the groups stated goal from 2011 to 2013 was to free Jerusalem from Western influence and rid Egypt of any Israeli presence. However, after the fall of Mohammed Morsis government in 2013, ABM shifted their focus to seek revenge against the Egyptian police and security forces for their violent crackdown on Muslim dissidents. IS-IP is also believed to be attempting to establish an Islamist province in the Sinai Peninsula run by the Islamic State. In November 2014, ABM pledged allegiance to the Islamic State and renamed itself the Islamic State  Sinai Province (IS-IP). In September 2015, the USA Terrorist Designation listed the Islamic State  Sinai Province as the groups official name. Other than this relationship, little is known about IS-IPs political or community goals. The group tends to have a local focus on the Sinai Peninsula and the Gaza Strip, and has claimed responsibility for many attacks within the region. Due to the Egyptian governments counterinsurgency crackdown on IS-IP, the organization mainly relies on bombings and assassinations to avoid direct contact with the better-equipped Egyptian army. IS-IP was responsible for attempting to assassinate the Egyptian Interior Minister in 2013, as well as a number of attacks on Egyptian soldiers and police.",1,"https://cisac.fsi.stanford.edu/mappingmilitants/profiles/islamic-state-sinai-province","The Islamic State - Sinai Province (IS-SP, formally known as the Ansar Beit al-Maqdis) is a Salafi jihadist group formed following the toppling of Hosni Mubarak¬ís regime in 2011 and focuses on operation in Egypt and the Gaza Strip. Founded as Ansar Beit al-Maqdis (ABM), the group¬ís stated goal from 2011 to 2013 was to free Jerusalem from Western influence and rid Egypt of any Israeli presence. However, after the fall of Mohammed Morsi¬ís government in 2013, ABM shifted their focus to seek revenge against the Egyptian police and security forces for their violent crackdown on Muslim dissidents. IS-IP is also believed to be attempting to establish an Islamist province in the Sinai Peninsula run by the Islamic State. In November 2014, ABM pledged allegiance to the Islamic State and renamed itself the Islamic State ¬ñ Sinai Province (IS-IP). In September 2015, the USA Terrorist Designation listed the Islamic State ¬ñ Sinai Province as the group¬ís official name. Other than this relationship, little is known about IS-IP¬ís political or community goals. The group tends to have a local focus on the Sinai Peninsula and the Gaza Strip, and has claimed responsibility for many attacks within the region. Due to the Egyptian government¬ís counterinsurgency crackdown on IS-IP, the organization mainly relies on bombings and assassinations to avoid direct contact with the better-equipped Egyptian army. IS-IP was responsible for attempting to assassinate the Egyptian Interior Minister in 2013, as well as a number of attacks on Egyptian soldiers and police.","12/00/2018","07/00/2012","04/15/2018","700","2014","500",2016,"2000",2014,"","Sinai Peninsula","Egypt","",1,0,1,"Egypt",0,"",""
561,"The Islamic Front",2013,0,1,0,"On November 22, 2013, seven rebel factions in Syria announced the creation of the Islamic Front as a united opposition force against Syrian president Bashar al-Assad. Under the Islamic Front, these individual groups dissolved, providing a unified message of opposition to the government of al-Assad. The group released their charter on January 21, 2014. The stated goal of the organization is to overthrow the current regime and rebuild Syria on the sound bases of justice, independence and solidarity in accordance with the principles of Islam. While they believe that justice can only be brought through military rebellion, they also protect Syrian religious and ethnic minorities under Sharia law. Most recently, the Islamic Front has engaged in intense fighting with the Islamic State (IS) in northwest Syria. The Islamic Front is a predominantly Syrian organization, and much of the tension between the groups stems from the radical and alienating behavior of IS foreign fighters against the local Syrian population in rebel-held areas. For more information on the Islamic Front, visit the Syria Map.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"Independent Islamist Groups",2011,2013,0,0,"These independent militant groups are the Islamist groups that formed during the Syrian Civil war as opposition to the Assad regime. Eventually, some of these groups merged to form the Islamic Front.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"Balochistan Republican Army",2006,0,1,1,"The Balochistan Republican Army (BRA) is an ethnonationalist separatist militant organization fighting against the Pakistani government for an independent Balochi State. The group was founded in 2006 and is mostly comprised of Bugti tribe members and young student political activists. The group uses mortar strikes, car bombs, IEDs, landmines, grenades, small-arms attacks, conventional warfare, unconventional warfare, social media, and nationalist propaganda to achieve its goal of creating an independent Balochi state. The BRA targets Pakistani security forces, Pakistani police, public buses, railways, communication systems, gas pipelines, electricity pylons, check-posts, and civilian offices. ",1,"http://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/571?highlight=BRA","The Balochistan Republican Army (BRA) is an ethnonationalist separatist militant organization fighting against the Pakistani government for an independent Balochi State. The group was founded in 2006 and is mostly comprised of Bugti tribe members and young student political activists. The group uses mortar strikes, car bombs, IEDs, landmines, grenades, small-arms attacks, conventional warfare, unconventional warfare, social media, and nationalist propaganda to achieve its goal of creating an independent Balochi state. The BRA targets Pakistani security forces, Pakistani police, public buses, railways, communication systems, gas pipelines, electricity pylons, check-posts, and civilian offices. ","03/00/2019","10/20/2007","02/23/2019",NA,NA,NA,NA,NA,NA,"","Balochistan","Pakistan","",0,0,0,"",0,"","old website link"
573,"Kurdish Hamas",1997,2001,0,0,"Kurdish Hamas was a Kurdish Salafi organization formed by a group of veterans of the Afghanistan War who split from the Islamic Movement of Kurdistan (IMK) in 1997.  Kurdish Hamas members tended to be more radical and Jihadist than those of the IMK, as evidence by Kurdish Hamas' goal of implementing of Shariah Law across Iraq. The group was based in the city of Khormal and was known for its attacks on bookstores, clubs, beauty salons, and tourist areas. Kurdish Hamas also targeted women whom the group felt did not dress modestly enough.  Kurdish Hamas was initially led by Hassan Sofi and subsequently by Omar Barziani after the IMK assassinated Sofi in 1998. In 1999, Kurdish Hamas merged with the IMK and al-Nahda to form the Islamic Unity Movement of Kurdistan (IUMK).  The IUMK only lasted until 2001. Barziani again split from the group with a large number of the IUMKs more radical Islamist members. He temporarily reformed Kurdish Hamas, only to merge it with Tawheed in July 2001 to form the Al-Tawhid Islamic Front (TIF). In late 2011, TIF merged with several other Kurdish Islamist groups to form Ansar al-Islam.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"Al-Nahda",1993,1999,0,0,"Al-Nahda (the Islamic Renaissance Movement) was founded in 1993 by Sadiq Abdul Aziz, brother of Islamic Movement of Kurdistan (IMK) leaders Uthman and Ali Abdul Aziz.  Like his brother Uthman, Sadiq Abdul Aziz was an active member of the Muslim Brotherhood and Union of Muslim Scholars of Kurdistan throughout the 1980s. However, unlike Uthman, Sadiq Abdul Aziz maintained close ties between his organization and the Brotherhood throughout the 1990s.  Furthermore, he focused al-Nahda on Islamic activism and education rather than on the political and militant activities pursued by Uthman Abdul Aziz and the IMK.  In 1999 Sadiq and Ali Abdul Aziz, who succeeded Uthman as the leader of the IMK, merged their two organizations with Omar Barzianis Kurdish Hamas to form the Islamic Unity Movement of Kurdistan (IUMK).  The IUMK union only lasted until 2001, when it fragmented into several splinter groups.  Although Sadiq and Ali reformed the IMK, many of the former al-Nahda members joined Ali Bapirs new organization, the Kurdistan Islamic Group.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"The Reformist Group",2001,2001,0,0,"The Reformist Group was a Kurdish Islamist group that broke away from the Islamic Unity Movement of Kurdistan (IUMK) in early-mid 2001, under the leadership of Mullah Krekar.  Krekar had previously been a member of the IMK and subsequently of Kurdish Hamas and the IUMK.  Other than its Salafi Sunni ideology, little is known about the Reformist group as it was only in existence for a matter of months before merging with several other Arab and Kurdish Islamist groups to form Ansar al-Islam.  Krekar was appointed head of this new organization.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"The Kurdistan Islamic Group",2001,0,1,0,"The Kurdistan Islamic Group (KIG), also known as the Islamic Group, was a splinter group of the Islamic Unity Movement of Kurdistan (IUMK). It was formed by Ali Bapir in 2001. The KIG follows a radical Wahabi ideology and seeks to establish Shariah law throughout Iraq.  Though the KIG defines itself as a non-violent Salafi movement, it has clashed violently with Ansar al-Islam in the areas surrounding its headquarters in Khormal. The KIG is a recognized political party in Iraq and is currently one of the two largest Kurdish Islamist parties in the country.  In the 2005 Iraqi parliamentary elections, the KIG won 2 seats in the National Assembly. The group also won 6 seats in the Iraqi Kurdistan legislative elections that took place on the same day.  In the 2009 Iraqi Kurdistan legislative elections, the group joined the Service and Reform List coalition, which came in third in the election, winning 13 seats out of 111.  Subsequently, the KIG won two seats in the 2010 Iraqi parliamentary elections, 6 seats in the 2013 Iraqi Kurdistan legislative elections, and three seats in the 2014 Iraqi parliamentary elections. ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"The Islamic Unity Movement of Kurdistan",1999,2001,0,0,"The Islamic Unity Movement of Kurdistan (IUMK) was a Kurdish Islamist organization formed in 1999 by the merger of the Islamic Movement of Kurdistan (IMK), al-Nahda, and Kurdish Hamas. Very little is known about the IUMK, other than that it carried out a number of terrorist attacks against PUK and KDP strongholds throughout Iraqi Kurdistan.  The group fell apart in 2001 when a large number of its members split off with Ali Bapir to form the Kurdistan Islamic Group and with Mullah Krekar to form the Reformist Group.  Ali Abdul Aziz subsequently reformed the IMK with the remaining members of the IUMK.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"Patriotic Union of Kurdistan",1975,0,1,0,"The Patriotic Union of Kurdistan (PUK) is a social democratic political party in Iraqi Kurdistan that split from the Kurdish Democratic Party (KDP) in 1975. The group is led by Jalal Talabani and draws its support predominantly from the southern region of Iraqi Kurdistan.  Along with the KDP, the PUK is the largest and most powerful Kurdish party in Iraq. The PUK was active in the 1991 Kurdish rebellion against the Iraqi government and fought the KDP in the Kurdish Civil War between 1994-1998. The PUK signed a U.S. mediated ceasefire with the KDP in 1998. The two groups ran together in the 2005 and 2009 Kurdistan elections, and they jointly administered the Kurdish Regional Government (KRG). The PUK and KDP ran separately in the 2013 elections. Together, the PUK and KDP together can field roughly 75,000 fighters known as the peshmerga. Since 2014, the pershmerga have been active fighting the Islamic State (IS) in northern Iraq. The PUK has been implicated in the kidnappings of many western nationals in Iraq and was accused of using indiscriminate violence and terror tactics during the Kurdish Civil War. However, the group has not been designated as a terrorist organization by the United States, United Nations, or European Union. As of 2019, the group is estimated to have roughly 150,000 members.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
